,Meteo,Vento,Gioca
862,Soleggiato,Debole,No
863,Nuvoloso,Assente,No
864,Nuvoloso,Assente,Sì
865,Soleggiato,Assente,Sì
866,Nuvoloso,Forte,Sì
867,Soleggiato,Assente,Sì
868,Piovoso,Assente,No
869,Soleggiato,Assente,Sì
870,Nuvoloso,Debole,No
871,Nuvoloso,Debole,Sì
872,Nuvoloso,Debole,No
873,Nuvoloso,Debole,No
874,Soleggiato,Assente,Sì
875,Soleggiato,Assente,Sì
876,Soleggiato,Assente,Sì
877,Soleggiato,Assente,Sì
878,Piovoso,Assente,No
879,Piovoso,Debole,No
880,Soleggiato,Assente,Sì
881,Soleggiato,Assente,No
882,Nuvoloso,Forte,Sì
883,Soleggiato,Assente,No
884,Piovoso,Forte,No
885,Nuvoloso,Debole,No
886,Soleggiato,Assente,No
887,Nuvoloso,Assente,No
888,Nuvoloso,Debole,No
889,Nuvoloso,Debole,No
890,Nuvoloso,Forte,No
891,Soleggiato,Assente,Sì
892,Nuvoloso,Debole,No
893,Nuvoloso,Assente,No
894,Nuvoloso,Assente,Sì
895,Piovoso,Forte,Sì
896,Soleggiato,Assente,No
897,Soleggiato,Assente,Sì
898,Piovoso,Forte,No
899,Soleggiato,Assente,Sì
900,Soleggiato,Assente,Sì
901,Soleggiato,Assente,Sì
902,Piovoso,Forte,Sì
903,Nuvoloso,Debole,Sì
904,Nuvoloso,Debole,No
905,Soleggiato,Assente,Sì
906,Soleggiato,Assente,Sì
907,Nuvoloso,Debole,No
908,Piovoso,Forte,No
909,Nuvoloso,Forte,No
910,Nuvoloso,Assente,No
911,Soleggiato,Forte,No
912,Nuvoloso,Debole,No
913,Piovoso,Assente,No
914,Nuvoloso,Assente,Sì
915,Soleggiato,Assente,Sì
916,Soleggiato,Assente,No
917,Soleggiato,Assente,No
918,Piovoso,Assente,Sì
919,Soleggiato,Assente,Sì
920,Nuvoloso,Forte,No
921,Nuvoloso,Debole,Sì
922,Soleggiato,Debole,No
923,Nuvoloso,Assente,No
924,Soleggiato,Assente,No
925,Soleggiato,Debole,Sì
926,Soleggiato,Assente,Sì
927,Nuvoloso,Debole,No
928,Nuvoloso,Debole,Sì
929,Piovoso,Assente,No
930,Soleggiato,Assente,Sì
931,Piovoso,Debole,No
932,Soleggiato,Assente,Sì
933,Nuvoloso,Assente,No
934,Piovoso,Debole,No
935,Piovoso,Debole,No
936,Soleggiato,Assente,No
937,Soleggiato,Forte,Sì
938,Soleggiato,Assente,Sì
939,Soleggiato,Assente,Sì
940,Nuvoloso,Assente,Sì
941,Soleggiato,Assente,Sì
942,Nuvoloso,Assente,Sì
943,Soleggiato,Assente,Sì
944,Nuvoloso,Assente,Sì
945,Soleggiato,Assente,Sì
946,Nuvoloso,Debole,No
947,Nuvoloso,Debole,No
948,Piovoso,Forte,No
949,Soleggiato,Assente,No
950,Soleggiato,Assente,Sì
951,Nuvoloso,Debole,Sì
952,Nuvoloso,Assente,No
953,Nuvoloso,Debole,No
954,Soleggiato,Assente,No
955,Piovoso,Forte,No
956,Soleggiato,Assente,Sì
957,Soleggiato,Debole,Sì
958,Soleggiato,Assente,Sì
959,Soleggiato,Assente,No
960,Piovoso,Debole,No
961,Piovoso,Assente,No
962,Nuvoloso,Debole,No
963,Soleggiato,Assente,Sì
964,Piovoso,Forte,No
965,Nuvoloso,Assente,No
966,Nuvoloso,Forte,No
967,Piovoso,Assente,No
968,Soleggiato,Assente,No
969,Soleggiato,Assente,No
970,Nuvoloso,Debole,Sì
971,Soleggiato,Assente,Sì
972,Soleggiato,Assente,No
973,Piovoso,Forte,No
974,Soleggiato,Assente,Sì
975,Piovoso,Debole,Sì
976,Soleggiato,Assente,Sì
977,Nuvoloso,Debole,Sì
978,Soleggiato,Assente,Sì
979,Nuvoloso,Assente,Sì
980,Piovoso,Assente,No
981,Soleggiato,Assente,Sì
982,Nuvoloso,Debole,No
983,Nuvoloso,Assente,Sì
984,Nuvoloso,Debole,No
985,Nuvoloso,Debole,Sì
986,Soleggiato,Assente,Sì
987,Soleggiato,Assente,Sì
988,Soleggiato,Forte,Sì
989,Soleggiato,Assente,Sì
990,Piovoso,Forte,No
991,Nuvoloso,Assente,Sì
992,Nuvoloso,Forte,Sì
993,Piovoso,Assente,Sì
994,Soleggiato,Assente,Sì
995,Soleggiato,Assente,No
996,Soleggiato,Assente,Sì
997,Soleggiato,Assente,Sì
998,Soleggiato,Debole,Sì
999,Nuvoloso,Debole,No
