,Meteo,Vento,Gioca
865,Piovoso,Forte,No
866,Piovoso,Assente,Sì
867,Nuvoloso,Forte,Sì
868,Piovoso,Assente,No
869,Nuvoloso,Assente,Sì
870,Piovoso,Forte,No
871,Nuvoloso,Assente,Sì
872,Soleggiato,Forte,Sì
873,Nuvoloso,Assente,No
874,Nuvoloso,Assente,No
875,Piovoso,Assente,No
876,Soleggiato,Forte,Sì
877,Piovoso,Debole,No
878,Nuvoloso,Assente,No
879,Piovoso,Forte,No
880,Soleggiato,Debole,No
881,Nuvoloso,Debole,Sì
882,Nuvoloso,Assente,Sì
883,Nuvoloso,Assente,No
884,Nuvoloso,Forte,No
885,Soleggiato,Assente,Sì
886,Piovoso,Forte,No
887,Nuvoloso,Debole,No
888,Piovoso,Forte,No
889,Soleggiato,Assente,Sì
890,Nuvoloso,Forte,No
891,Nuvoloso,Assente,Sì
892,Nuvoloso,Forte,No
893,Nuvoloso,Assente,No
894,Nuvoloso,Forte,No
895,Soleggiato,Assente,No
896,Piovoso,Assente,No
897,Nuvoloso,Assente,Sì
898,Nuvoloso,Debole,No
899,Nuvoloso,Assente,No
900,Piovoso,Assente,No
901,Nuvoloso,Forte,No
902,Soleggiato,Debole,No
903,Nuvoloso,Assente,Sì
904,Piovoso,Assente,No
905,Soleggiato,Assente,Sì
906,Nuvoloso,Assente,No
907,Nuvoloso,Assente,No
908,Nuvoloso,Assente,No
909,Piovoso,Assente,No
910,Nuvoloso,Assente,Sì
911,Nuvoloso,Debole,Sì
912,Nuvoloso,Debole,No
913,Nuvoloso,Debole,No
914,Nuvoloso,Forte,Sì
915,Nuvoloso,Assente,No
916,Nuvoloso,Assente,Sì
917,Soleggiato,Assente,Sì
918,Piovoso,Debole,Sì
919,Soleggiato,Debole,Sì
920,Nuvoloso,Assente,Sì
921,Nuvoloso,Assente,No
922,Soleggiato,Debole,No
923,Soleggiato,Debole,Sì
924,Soleggiato,Assente,Sì
925,Nuvoloso,Forte,Sì
926,Nuvoloso,Debole,No
927,Nuvoloso,Forte,No
928,Nuvoloso,Assente,Sì
929,Soleggiato,Forte,Sì
930,Soleggiato,Debole,Sì
931,Soleggiato,Forte,Sì
932,Soleggiato,Assente,Sì
933,Piovoso,Assente,No
934,Nuvoloso,Debole,Sì
935,Piovoso,Assente,Sì
936,Soleggiato,Forte,Sì
937,Piovoso,Assente,Sì
938,Nuvoloso,Assente,Sì
939,Nuvoloso,Forte,No
940,Nuvoloso,Forte,No
941,Piovoso,Debole,No
942,Soleggiato,Assente,Sì
943,Soleggiato,Debole,Sì
944,Soleggiato,Assente,Sì
945,Soleggiato,Debole,Sì
946,Soleggiato,Forte,No
947,Piovoso,Assente,No
948,Piovoso,Debole,No
949,Soleggiato,Debole,Sì
950,Soleggiato,Debole,No
951,Piovoso,Assente,Sì
952,Nuvoloso,Debole,Sì
953,Piovoso,Debole,No
954,Nuvoloso,Assente,No
955,Piovoso,Assente,Sì
956,Soleggiato,Forte,Sì
957,Nuvoloso,Debole,No
958,Nuvoloso,Forte,Sì
959,Nuvoloso,Assente,Sì
960,Piovoso,Forte,No
961,Soleggiato,Assente,Sì
962,Soleggiato,Forte,Sì
963,Soleggiato,Assente,Sì
964,Nuvoloso,Assente,No
965,Soleggiato,Forte,No
966,Soleggiato,Assente,Sì
967,Nuvoloso,Assente,No
968,Nuvoloso,Debole,Sì
969,Piovoso,Debole,No
970,Nuvoloso,Debole,Sì
971,Nuvoloso,Assente,No
972,Soleggiato,Assente,Sì
973,Soleggiato,Debole,Sì
974,Soleggiato,Debole,No
975,Nuvoloso,Assente,No
976,Piovoso,Assente,No
977,Soleggiato,Forte,Sì
978,Nuvoloso,Assente,No
979,Piovoso,Forte,No
980,Soleggiato,Debole,Sì
981,Nuvoloso,Assente,Sì
982,Nuvoloso,Assente,Sì
983,Nuvoloso,Assente,Sì
984,Nuvoloso,Forte,Sì
985,Nuvoloso,Assente,Sì
986,Soleggiato,Assente,Sì
987,Soleggiato,Forte,Sì
988,Soleggiato,Forte,Sì
989,Nuvoloso,Debole,No
990,Nuvoloso,Assente,No
991,Piovoso,Forte,No
992,Soleggiato,Forte,Sì
993,Piovoso,Assente,No
994,Nuvoloso,Assente,Sì
995,Soleggiato,Assente,Sì
996,Nuvoloso,Debole,No
997,Soleggiato,Assente,Sì
998,Soleggiato,Assente,Sì
999,Soleggiato,Assente,Sì
