,Meteo,Vento,Gioca
864,Nuvoloso,Forte,No
865,Nuvoloso,Assente,No
866,Soleggiato,Assente,Sì
867,Soleggiato,Forte,Sì
868,Soleggiato,Assente,Sì
869,Nuvoloso,Assente,Sì
870,Nuvoloso,Forte,Sì
871,Soleggiato,Forte,No
872,Piovoso,Debole,No
873,Nuvoloso,Assente,No
874,Nuvoloso,Debole,Sì
875,Soleggiato,Assente,No
876,Nuvoloso,Debole,No
877,Nuvoloso,Debole,No
878,Nuvoloso,Assente,No
879,Soleggiato,Assente,Sì
880,Soleggiato,Assente,No
881,Soleggiato,Debole,No
882,Nuvoloso,Assente,No
883,Nuvoloso,Assente,Sì
884,Soleggiato,Debole,Sì
885,Nuvoloso,Debole,No
886,Nuvoloso,Forte,No
887,Nuvoloso,Forte,Sì
888,Piovoso,Assente,Sì
889,Nuvoloso,Forte,No
890,Nuvoloso,Forte,Sì
891,Nuvoloso,Debole,No
892,Soleggiato,Assente,Sì
893,Piovoso,Forte,No
894,Nuvoloso,Assente,Sì
895,Nuvoloso,Assente,No
896,Piovoso,Assente,Sì
897,Soleggiato,Debole,Sì
898,Nuvoloso,Assente,No
899,Soleggiato,Assente,Sì
900,Soleggiato,Assente,Sì
901,Piovoso,Forte,No
902,Nuvoloso,Assente,Sì
903,Piovoso,Assente,No
904,Piovoso,Assente,Sì
905,Nuvoloso,Assente,Sì
906,Piovoso,Assente,No
907,Nuvoloso,Forte,No
908,Nuvoloso,Forte,No
909,Piovoso,Assente,No
910,Soleggiato,Assente,Sì
911,Piovoso,Debole,Sì
912,Soleggiato,Assente,Sì
913,Soleggiato,Forte,Sì
914,Soleggiato,Debole,Sì
915,Soleggiato,Assente,Sì
916,Nuvoloso,Assente,Sì
917,Nuvoloso,Assente,No
918,Soleggiato,Assente,Sì
919,Soleggiato,Assente,No
920,Soleggiato,Assente,Sì
921,Nuvoloso,Forte,No
922,Nuvoloso,Assente,Sì
923,Soleggiato,Forte,Sì
924,Nuvoloso,Assente,No
925,Nuvoloso,Forte,Sì
926,Soleggiato,Debole,No
927,Nuvoloso,Debole,No
928,Nuvoloso,Debole,No
929,Soleggiato,Debole,Sì
930,Soleggiato,Debole,Sì
931,Soleggiato,Debole,Sì
932,Soleggiato,Debole,Sì
933,Nuvoloso,Debole,Sì
934,Soleggiato,Assente,Sì
935,Nuvoloso,Debole,No
936,Nuvoloso,Assente,No
937,Piovoso,Assente,No
938,Nuvoloso,Debole,Sì
939,Piovoso,Assente,No
940,Piovoso,Debole,No
941,Piovoso,Assente,No
942,Nuvoloso,Assente,No
943,Soleggiato,Assente,Sì
944,Soleggiato,Assente,Sì
945,Nuvoloso,Forte,No
946,Soleggiato,Debole,No
947,Nuvoloso,Debole,No
948,Piovoso,Forte,No
949,Soleggiato,Assente,Sì
950,Soleggiato,Assente,Sì
951,Nuvoloso,Assente,No
952,Nuvoloso,Assente,Sì
953,Nuvoloso,Debole,No
954,Soleggiato,Debole,Sì
955,Nuvoloso,Forte,No
956,Soleggiato,Forte,Sì
957,Soleggiato,Assente,No
958,Soleggiato,Assente,Sì
959,Soleggiato,Debole,No
960,Nuvoloso,Debole,No
961,Nuvoloso,Assente,No
962,Soleggiato,Forte,No
963,Nuvoloso,Assente,Sì
964,Soleggiato,Forte,Sì
965,Piovoso,Debole,Sì
966,Nuvoloso,Forte,No
967,Nuvoloso,Debole,No
968,Nuvoloso,Assente,Sì
969,Soleggiato,Forte,Sì
970,Nuvoloso,Assente,No
971,Soleggiato,Forte,Sì
972,Piovoso,Assente,No
973,Piovoso,Assente,No
974,Soleggiato,Assente,Sì
975,Nuvoloso,Assente,Sì
976,Soleggiato,Assente,Sì
977,Nuvoloso,Debole,No
978,Nuvoloso,Forte,Sì
979,Nuvoloso,Debole,Sì
980,Soleggiato,Assente,Sì
981,Piovoso,Assente,No
982,Soleggiato,Debole,Sì
983,Soleggiato,Forte,Sì
984,Nuvoloso,Forte,No
985,Nuvoloso,Forte,No
986,Nuvoloso,Forte,Sì
987,Piovoso,Forte,No
988,Nuvoloso,Assente,Sì
989,Nuvoloso,Forte,No
990,Soleggiato,Forte,Sì
991,Piovoso,Assente,No
992,Piovoso,Assente,Sì
993,Nuvoloso,Forte,No
994,Soleggiato,Debole,Sì
995,Nuvoloso,Debole,Sì
996,Piovoso,Debole,No
997,Soleggiato,Debole,No
998,Soleggiato,Debole,Sì
999,Piovoso,Assente,No
