,Meteo,Vento,Gioca
866,Piovoso,Forte,Sì
867,Nuvoloso,Forte,Sì
868,Nuvoloso,Debole,Sì
869,Nuvoloso,Debole,Sì
870,Soleggiato,Assente,Sì
871,Soleggiato,Assente,Sì
872,Piovoso,Debole,Sì
873,Soleggiato,Assente,No
874,Piovoso,Forte,No
875,Nuvoloso,Assente,Sì
876,Piovoso,Forte,No
877,Soleggiato,Assente,Sì
878,Piovoso,Assente,No
879,Soleggiato,Assente,Sì
880,Soleggiato,Assente,No
881,Nuvoloso,Debole,No
882,Nuvoloso,Forte,Sì
883,Nuvoloso,Assente,Sì
884,Piovoso,Forte,Sì
885,Soleggiato,Assente,No
886,Soleggiato,Assente,No
887,Nuvoloso,Assente,No
888,Piovoso,Debole,No
889,Nuvoloso,Debole,No
890,Piovoso,Debole,No
891,Soleggiato,Assente,Sì
892,Piovoso,Debole,No
893,Nuvoloso,Assente,No
894,Piovoso,Debole,No
895,Nuvoloso,Debole,Sì
896,Soleggiato,Forte,Sì
897,Soleggiato,Assente,Sì
898,Piovoso,Forte,No
899,Soleggiato,Debole,Sì
900,Nuvoloso,Forte,Sì
901,Soleggiato,Debole,No
902,Soleggiato,Forte,Sì
903,Piovoso,Assente,No
904,Soleggiato,Assente,Sì
905,Soleggiato,Debole,No
906,Soleggiato,Assente,Sì
907,Nuvoloso,Assente,No
908,Soleggiato,Forte,Sì
909,Nuvoloso,Assente,Sì
910,Nuvoloso,Assente,No
911,Nuvoloso,Debole,No
912,Soleggiato,Assente,Sì
913,Nuvoloso,Assente,No
914,Soleggiato,Debole,Sì
915,Nuvoloso,Forte,No
916,Soleggiato,Debole,No
917,Nuvoloso,Assente,No
918,Nuvoloso,Debole,No
919,Soleggiato,Forte,No
920,Soleggiato,Debole,Sì
921,Nuvoloso,Forte,Sì
922,Soleggiato,Debole,Sì
923,Soleggiato,Assente,No
924,Soleggiato,Forte,No
925,Soleggiato,Debole,Sì
926,Piovoso,Assente,No
927,Nuvoloso,Assente,No
928,Nuvoloso,Assente,Sì
929,Soleggiato,Forte,Sì
930,Nuvoloso,Assente,Sì
931,Nuvoloso,Assente,No
932,Piovoso,Assente,Sì
933,Piovoso,Assente,Sì
934,Nuvoloso,Assente,No
935,Soleggiato,Assente,No
936,Piovoso,Debole,No
937,Soleggiato,Assente,Sì
938,Soleggiato,Debole,Sì
939,Soleggiato,Assente,Sì
940,Nuvoloso,Debole,No
941,Soleggiato,Assente,Sì
942,Soleggiato,Assente,Sì
943,Nuvoloso,Forte,No
944,Piovoso,Assente,Sì
945,Piovoso,Assente,No
946,Nuvoloso,Forte,No
947,Nuvoloso,Assente,No
948,Nuvoloso,Forte,No
949,Piovoso,Forte,No
950,Soleggiato,Debole,Sì
951,Soleggiato,Assente,No
952,Soleggiato,Assente,Sì
953,Soleggiato,Assente,Sì
954,Soleggiato,Assente,No
955,Soleggiato,Debole,Sì
956,Nuvoloso,Assente,No
957,Nuvoloso,Assente,Sì
958,Soleggiato,Debole,No
959,Piovoso,Debole,No
960,Nuvoloso,Assente,Sì
961,Soleggiato,Assente,No
962,Soleggiato,Forte,Sì
963,Nuvoloso,Debole,Sì
964,Soleggiato,Assente,Sì
965,Soleggiato,Debole,Sì
966,Soleggiato,Debole,No
967,Nuvoloso,Assente,No
968,Soleggiato,Debole,No
969,Nuvoloso,Assente,No
970,Nuvoloso,Assente,No
971,Piovoso,Debole,No
972,Soleggiato,Assente,Sì
973,Nuvoloso,Assente,No
974,Soleggiato,Debole,Sì
975,Nuvoloso,Forte,Sì
976,Piovoso,Debole,No
977,Soleggiato,Assente,No
978,Piovoso,Assente,Sì
979,Nuvoloso,Debole,No
980,Soleggiato,Assente,Sì
981,Nuvoloso,Debole,Sì
982,Nuvoloso,Assente,Sì
983,Soleggiato,Assente,Sì
984,Nuvoloso,Assente,Sì
985,Piovoso,Assente,No
986,Soleggiato,Forte,Sì
987,Nuvoloso,Assente,No
988,Nuvoloso,Assente,No
989,Nuvoloso,Assente,Sì
990,Nuvoloso,Debole,No
991,Soleggiato,Assente,Sì
992,Piovoso,Assente,No
993,Nuvoloso,Assente,No
994,Soleggiato,Assente,Sì
995,Piovoso,Debole,No
996,Nuvoloso,Assente,Sì
997,Nuvoloso,Forte,No
998,Soleggiato,Assente,Sì
999,Nuvoloso,Debole,No
