,Meteo,Vento,Gioca
860,Nuvoloso,Debole,Sì
861,Nuvoloso,Debole,Sì
862,Nuvoloso,Debole,Sì
863,Soleggiato,Assente,Sì
864,Nuvoloso,Debole,Sì
865,Nuvoloso,Debole,No
866,Soleggiato,Assente,Sì
867,Piovoso,Assente,Sì
868,Soleggiato,Assente,Sì
869,Soleggiato,Assente,Sì
870,Soleggiato,Assente,Sì
871,Soleggiato,Forte,No
872,Nuvoloso,Debole,Sì
873,Soleggiato,Debole,Sì
874,Soleggiato,Assente,Sì
875,Soleggiato,Debole,No
876,Piovoso,Forte,No
877,Soleggiato,Assente,Sì
878,Piovoso,Forte,No
879,Nuvoloso,Debole,Sì
880,Soleggiato,Assente,Sì
881,Soleggiato,Assente,Sì
882,Nuvoloso,Assente,No
883,Soleggiato,Assente,Sì
884,Nuvoloso,Forte,Sì
885,Piovoso,Forte,No
886,Soleggiato,Assente,Sì
887,Soleggiato,Assente,Sì
888,Nuvoloso,Assente,Sì
889,Nuvoloso,Debole,Sì
890,Soleggiato,Assente,Sì
891,Soleggiato,Assente,Sì
892,Nuvoloso,Assente,No
893,Piovoso,Assente,Sì
894,Piovoso,Assente,No
895,Nuvoloso,Forte,No
896,Soleggiato,Assente,Sì
897,Piovoso,Forte,No
898,Nuvoloso,Forte,No
899,Soleggiato,Assente,Sì
900,Piovoso,Assente,Sì
901,Nuvoloso,Assente,No
902,Nuvoloso,Debole,No
903,Piovoso,Assente,No
904,Piovoso,Debole,No
905,Soleggiato,Debole,No
906,Soleggiato,Assente,Sì
907,Piovoso,Forte,No
908,Nuvoloso,Debole,No
909,Piovoso,Forte,No
910,Nuvoloso,Forte,Sì
911,Soleggiato,Assente,Sì
912,Piovoso,Forte,No
913,Piovoso,Assente,No
914,Soleggiato,Assente,Sì
915,Soleggiato,Assente,Sì
916,Nuvoloso,Assente,No
917,Piovoso,Forte,Sì
918,Nuvoloso,Assente,Sì
919,Nuvoloso,Debole,No
920,Soleggiato,Assente,Sì
921,Piovoso,Forte,No
922,Piovoso,Forte,No
923,Nuvoloso,Debole,Sì
924,Soleggiato,Debole,No
925,Nuvoloso,Assente,Sì
926,Soleggiato,Assente,Sì
927,Piovoso,Forte,No
928,Nuvoloso,Debole,No
929,Soleggiato,Assente,Sì
930,Nuvoloso,Forte,Sì
931,Soleggiato,Assente,Sì
932,Nuvoloso,Debole,No
933,Soleggiato,Debole,No
934,Soleggiato,Assente,No
935,Nuvoloso,Assente,No
936,Piovoso,Forte,No
937,Soleggiato,Forte,Sì
938,Soleggiato,Assente,Sì
939,Soleggiato,Assente,Sì
940,Nuvoloso,Assente,Sì
941,Piovoso,Forte,No
942,Soleggiato,Assente,No
943,Nuvoloso,Debole,No
944,Nuvoloso,Assente,No
945,Soleggiato,Assente,Sì
946,Soleggiato,Assente,Sì
947,Nuvoloso,Debole,No
948,Nuvoloso,Assente,No
949,Nuvoloso,Assente,Sì
950,Soleggiato,Assente,Sì
951,Piovoso,Forte,No
952,Soleggiato,Assente,Sì
953,Nuvoloso,Debole,Sì
954,Nuvoloso,Debole,No
955,Nuvoloso,Debole,No
956,Nuvoloso,Debole,No
957,Soleggiato,Forte,No
958,Nuvoloso,Assente,Sì
959,Nuvoloso,Debole,No
960,Piovoso,Assente,No
961,Nuvoloso,Debole,No
962,Soleggiato,Assente,Sì
963,Nuvoloso,Assente,No
964,Nuvoloso,Debole,No
965,Nuvoloso,Assente,No
966,Soleggiato,Assente,Sì
967,Nuvoloso,Assente,Sì
968,Nuvoloso,Debole,Sì
969,Piovoso,Debole,Sì
970,Nuvoloso,Assente,Sì
971,Soleggiato,Forte,Sì
972,Soleggiato,Forte,No
973,Nuvoloso,Debole,No
974,Nuvoloso,Debole,Sì
975,Piovoso,Assente,Sì
976,Soleggiato,Assente,Sì
977,Piovoso,Debole,No
978,Nuvoloso,Debole,Sì
979,Soleggiato,Assente,No
980,Piovoso,Forte,No
981,Nuvoloso,Debole,No
982,Soleggiato,Forte,Sì
983,Soleggiato,Debole,Sì
984,Nuvoloso,Debole,No
985,Piovoso,Forte,No
986,Nuvoloso,Assente,No
987,Nuvoloso,Debole,No
988,Soleggiato,Assente,Sì
989,Soleggiato,Assente,No
990,Nuvoloso,Debole,No
991,Nuvoloso,Forte,No
992,Soleggiato,Assente,Sì
993,Soleggiato,Assente,Sì
994,Soleggiato,Assente,Sì
995,Nuvoloso,Debole,No
996,Nuvoloso,Assente,Sì
997,Soleggiato,Assente,Sì
998,Soleggiato,Assente,No
999,Soleggiato,Assente,No
