,Meteo,Vento,Gioca
862,Soleggiato,Assente,No
863,Nuvoloso,Assente,Sì
864,Soleggiato,Debole,Sì
865,Nuvoloso,Assente,Sì
866,Nuvoloso,Assente,No
867,Soleggiato,Assente,Sì
868,Nuvoloso,Debole,Sì
869,Nuvoloso,Forte,Sì
870,Nuvoloso,Debole,Sì
871,Nuvoloso,Assente,No
872,Soleggiato,Assente,No
873,Nuvoloso,Assente,Sì
874,Piovoso,Forte,No
875,Nuvoloso,Forte,No
876,Nuvoloso,Assente,No
877,Nuvoloso,Forte,No
878,Piovoso,Forte,No
879,Soleggiato,Forte,No
880,Soleggiato,Assente,Sì
881,Soleggiato,Forte,Sì
882,Nuvoloso,Debole,No
883,Soleggiato,Assente,Sì
884,Soleggiato,Assente,No
885,Piovoso,Assente,No
886,Soleggiato,Assente,Sì
887,Nuvoloso,Assente,No
888,Soleggiato,Assente,Sì
889,Soleggiato,Assente,No
890,Piovoso,Assente,Sì
891,Nuvoloso,Debole,No
892,Piovoso,Assente,No
893,Nuvoloso,Assente,Sì
894,Soleggiato,Debole,Sì
895,Nuvoloso,Assente,Sì
896,Soleggiato,Assente,Sì
897,Piovoso,Forte,No
898,Soleggiato,Assente,Sì
899,Soleggiato,Assente,No
900,Piovoso,Assente,No
901,Nuvoloso,Debole,Sì
902,Soleggiato,Assente,No
903,Nuvoloso,Assente,Sì
904,Nuvoloso,Forte,No
905,Piovoso,Assente,No
906,Nuvoloso,Forte,Sì
907,Nuvoloso,Assente,Sì
908,Piovoso,Forte,No
909,Piovoso,Assente,No
910,Nuvoloso,Forte,No
911,Nuvoloso,Forte,No
912,Nuvoloso,Debole,No
913,Nuvoloso,Assente,No
914,Piovoso,Assente,Sì
915,Soleggiato,Debole,Sì
916,Soleggiato,Forte,Sì
917,Nuvoloso,Assente,No
918,Soleggiato,Debole,Sì
919,Piovoso,Debole,No
920,Soleggiato,Forte,No
921,Soleggiato,Assente,Sì
922,Nuvoloso,Debole,Sì
923,Nuvoloso,Assente,Sì
924,Soleggiato,Assente,Sì
925,Piovoso,Forte,No
926,Soleggiato,Assente,Sì
927,Nuvoloso,Debole,No
928,Soleggiato,Assente,Sì
929,Soleggiato,Assente,Sì
930,Nuvoloso,Debole,No
931,Soleggiato,Assente,Sì
932,Nuvoloso,Assente,No
933,Nuvoloso,Debole,No
934,Piovoso,Debole,No
935,Piovoso,Assente,Sì
936,Soleggiato,Debole,No
937,Nuvoloso,Debole,No
938,Soleggiato,Assente,Sì
939,Soleggiato,Assente,No
940,Nuvoloso,Debole,No
941,Soleggiato,Debole,No
942,Piovoso,Assente,Sì
943,Nuvoloso,Assente,No
944,Nuvoloso,Assente,Sì
945,Soleggiato,Debole,Sì
946,Soleggiato,Assente,Sì
947,Piovoso,Assente,No
948,Nuvoloso,Assente,No
949,Nuvoloso,Assente,No
950,Soleggiato,Assente,Sì
951,Soleggiato,Forte,Sì
952,Soleggiato,Assente,Sì
953,Piovoso,Assente,No
954,Soleggiato,Debole,Sì
955,Nuvoloso,Forte,No
956,Soleggiato,Assente,Sì
957,Soleggiato,Assente,No
958,Soleggiato,Debole,Sì
959,Nuvoloso,Assente,Sì
960,Soleggiato,Debole,Sì
961,Soleggiato,Assente,No
962,Soleggiato,Assente,Sì
963,Soleggiato,Assente,Sì
964,Soleggiato,Assente,Sì
965,Piovoso,Assente,No
966,Nuvoloso,Assente,Sì
967,Nuvoloso,Assente,No
968,Piovoso,Debole,Sì
969,Piovoso,Assente,Sì
970,Nuvoloso,Debole,No
971,Piovoso,Debole,No
972,Nuvoloso,Assente,Sì
973,Nuvoloso,Debole,Sì
974,Nuvoloso,Assente,No
975,Piovoso,Assente,No
976,Soleggiato,Assente,Sì
977,Soleggiato,Assente,Sì
978,Soleggiato,Debole,Sì
979,Nuvoloso,Assente,No
980,Soleggiato,Assente,Sì
981,Piovoso,Assente,No
982,Soleggiato,Forte,Sì
983,Soleggiato,Forte,No
984,Nuvoloso,Debole,No
985,Soleggiato,Debole,Sì
986,Soleggiato,Assente,Sì
987,Nuvoloso,Debole,No
988,Soleggiato,Assente,Sì
989,Nuvoloso,Assente,Sì
990,Soleggiato,Debole,Sì
991,Nuvoloso,Forte,No
992,Nuvoloso,Assente,No
993,Nuvoloso,Assente,Sì
994,Nuvoloso,Assente,No
995,Nuvoloso,Debole,Sì
996,Piovoso,Assente,No
997,Soleggiato,Debole,No
998,Soleggiato,Forte,Sì
999,Nuvoloso,Assente,Sì
