,Meteo,Vento,Gioca
859,Nuvoloso,Assente,No
860,Soleggiato,Assente,No
861,Soleggiato,Debole,Sì
862,Nuvoloso,Debole,No
863,Nuvoloso,Debole,No
864,Soleggiato,Debole,Sì
865,Soleggiato,Debole,Sì
866,Nuvoloso,Assente,Sì
867,Soleggiato,Debole,No
868,Nuvoloso,Assente,No
869,Piovoso,Assente,No
870,Piovoso,Forte,No
871,Nuvoloso,Assente,No
872,Soleggiato,Debole,Sì
873,Soleggiato,Debole,No
874,Piovoso,Debole,No
875,Nuvoloso,Debole,Sì
876,Soleggiato,Assente,Sì
877,Piovoso,Forte,No
878,Soleggiato,Assente,No
879,Nuvoloso,Assente,No
880,Nuvoloso,Assente,No
881,Nuvoloso,Assente,No
882,Soleggiato,Forte,No
883,Soleggiato,Assente,Sì
884,Nuvoloso,Debole,Sì
885,Soleggiato,Assente,Sì
886,Nuvoloso,Assente,No
887,Piovoso,Debole,No
888,Nuvoloso,Assente,No
889,Piovoso,Assente,No
890,Piovoso,Debole,No
891,Soleggiato,Forte,Sì
892,Soleggiato,Forte,Sì
893,Piovoso,Assente,No
894,Nuvoloso,Forte,No
895,Nuvoloso,Debole,No
896,Soleggiato,Assente,Sì
897,Nuvoloso,Assente,Sì
898,Soleggiato,Debole,No
899,Piovoso,Assente,No
900,Nuvoloso,Debole,No
901,Nuvoloso,Debole,No
902,Nuvoloso,Assente,No
903,Piovoso,Debole,No
904,Piovoso,Assente,No
905,Soleggiato,Assente,Sì
906,Soleggiato,Assente,No
907,Piovoso,Debole,No
908,Soleggiato,Assente,Sì
909,Soleggiato,Debole,Sì
910,Soleggiato,Debole,No
911,Soleggiato,Forte,No
912,Soleggiato,Assente,Sì
913,Nuvoloso,Debole,Sì
914,Soleggiato,Assente,Sì
915,Soleggiato,Forte,No
916,Nuvoloso,Debole,Sì
917,Soleggiato,Assente,Sì
918,Soleggiato,Assente,Sì
919,Nuvoloso,Assente,No
920,Nuvoloso,Assente,No
921,Nuvoloso,Assente,Sì
922,Piovoso,Assente,No
923,Soleggiato,Assente,Sì
924,Soleggiato,Assente,No
925,Soleggiato,Debole,Sì
926,Piovoso,Debole,Sì
927,Soleggiato,Assente,No
928,Soleggiato,Forte,Sì
929,Soleggiato,Assente,No
930,Nuvoloso,Assente,Sì
931,Soleggiato,Assente,Sì
932,Nuvoloso,Assente,Sì
933,Nuvoloso,Debole,No
934,Nuvoloso,Assente,Sì
935,Nuvoloso,Debole,No
936,Soleggiato,Assente,Sì
937,Nuvoloso,Assente,Sì
938,Soleggiato,Assente,Sì
939,Nuvoloso,Assente,Sì
940,Soleggiato,Debole,No
941,Piovoso,Forte,Sì
942,Soleggiato,Assente,Sì
943,Nuvoloso,Forte,No
944,Nuvoloso,Assente,Sì
945,Piovoso,Assente,Sì
946,Piovoso,Debole,No
947,Nuvoloso,Forte,No
948,Soleggiato,Debole,Sì
949,Nuvoloso,Assente,No
950,Soleggiato,Assente,Sì
951,Soleggiato,Assente,Sì
952,Nuvoloso,Forte,No
953,Piovoso,Debole,No
954,Nuvoloso,Forte,No
955,Soleggiato,Forte,No
956,Nuvoloso,Assente,No
957,Nuvoloso,Assente,Sì
958,Piovoso,Debole,No
959,Piovoso,Forte,Sì
960,Piovoso,Assente,No
961,Soleggiato,Assente,Sì
962,Nuvoloso,Assente,No
963,Nuvoloso,Forte,No
964,Nuvoloso,Assente,Sì
965,Nuvoloso,Assente,No
966,Soleggiato,Assente,No
967,Nuvoloso,Debole,Sì
968,Soleggiato,Assente,No
969,Piovoso,Debole,No
970,Soleggiato,Debole,Sì
971,Soleggiato,Assente,Sì
972,Nuvoloso,Forte,No
973,Soleggiato,Assente,Sì
974,Nuvoloso,Assente,No
975,Piovoso,Assente,Sì
976,Soleggiato,Assente,No
977,Nuvoloso,Debole,No
978,Nuvoloso,Debole,No
979,Soleggiato,Forte,No
980,Soleggiato,Assente,Sì
981,Piovoso,Assente,No
982,Piovoso,Assente,Sì
983,Nuvoloso,Assente,No
984,Nuvoloso,Assente,No
985,Piovoso,Forte,Sì
986,Nuvoloso,Assente,No
987,Soleggiato,Assente,Sì
988,Nuvoloso,Assente,No
989,Soleggiato,Forte,Sì
990,Nuvoloso,Forte,No
991,Nuvoloso,Assente,No
992,Soleggiato,Assente,Sì
993,Nuvoloso,Forte,Sì
994,Soleggiato,Assente,Sì
995,Nuvoloso,Debole,Sì
996,Soleggiato,Assente,Sì
997,Nuvoloso,Assente,Sì
998,Piovoso,Forte,Sì
999,Piovoso,Assente,No
