,Meteo,Vento,Gioca
861,Soleggiato,Assente,Sì
862,Piovoso,Forte,No
863,Nuvoloso,Assente,No
864,Nuvoloso,Debole,Sì
865,Piovoso,Assente,No
866,Piovoso,Debole,No
867,Nuvoloso,Debole,No
868,Nuvoloso,Assente,No
869,Soleggiato,Assente,Sì
870,Soleggiato,Assente,No
871,Soleggiato,Forte,Sì
872,Nuvoloso,Forte,Sì
873,Soleggiato,Assente,No
874,Piovoso,Forte,No
875,Piovoso,Assente,No
876,Nuvoloso,Debole,No
877,Soleggiato,Assente,Sì
878,Soleggiato,Debole,Sì
879,Nuvoloso,Forte,Sì
880,Piovoso,Assente,No
881,Piovoso,Debole,No
882,Piovoso,Debole,No
883,Piovoso,Assente,Sì
884,Soleggiato,Assente,Sì
885,Nuvoloso,Forte,No
886,Soleggiato,Assente,Sì
887,Nuvoloso,Debole,Sì
888,Nuvoloso,Assente,No
889,Soleggiato,Debole,No
890,Nuvoloso,Assente,No
891,Piovoso,Debole,No
892,Nuvoloso,Assente,Sì
893,Nuvoloso,Assente,No
894,Soleggiato,Assente,Sì
895,Nuvoloso,Assente,Sì
896,Soleggiato,Debole,Sì
897,Piovoso,Assente,No
898,Soleggiato,Assente,Sì
899,Piovoso,Forte,No
900,Soleggiato,Assente,Sì
901,Soleggiato,Debole,Sì
902,Nuvoloso,Assente,Sì
903,Soleggiato,Assente,Sì
904,Piovoso,Forte,No
905,Soleggiato,Assente,No
906,Nuvoloso,Forte,No
907,Nuvoloso,Debole,No
908,Soleggiato,Assente,Sì
909,Nuvoloso,Assente,Sì
910,Nuvoloso,Assente,Sì
911,Soleggiato,Assente,Sì
912,Nuvoloso,Forte,No
913,Nuvoloso,Assente,Sì
914,Nuvoloso,Assente,Sì
915,Piovoso,Forte,No
916,Soleggiato,Assente,Sì
917,Piovoso,Debole,No
918,Soleggiato,Forte,Sì
919,Nuvoloso,Debole,No
920,Nuvoloso,Assente,No
921,Soleggiato,Assente,No
922,Nuvoloso,Debole,No
923,Soleggiato,Debole,No
924,Soleggiato,Assente,No
925,Piovoso,Assente,No
926,Nuvoloso,Debole,Sì
927,Soleggiato,Assente,Sì
928,Soleggiato,Debole,Sì
929,Piovoso,Debole,No
930,Soleggiato,Assente,Sì
931,Nuvoloso,Assente,No
932,Piovoso,Assente,Sì
933,Piovoso,Debole,No
934,Soleggiato,Assente,Sì
935,Soleggiato,Assente,No
936,Piovoso,Assente,No
937,Nuvoloso,Assente,Sì
938,Soleggiato,Assente,Sì
939,Nuvoloso,Assente,No
940,Soleggiato,Debole,Sì
941,Nuvoloso,Debole,No
942,Soleggiato,Debole,No
943,Nuvoloso,Debole,No
944,Soleggiato,Assente,No
945,Piovoso,Assente,No
946,Nuvoloso,Assente,Sì
947,Soleggiato,Debole,No
948,Soleggiato,Debole,No
949,Soleggiato,Assente,No
950,Soleggiato,Forte,Sì
951,Soleggiato,Assente,Sì
952,Piovoso,Debole,No
953,Piovoso,Assente,Sì
954,Nuvoloso,Forte,No
955,Nuvoloso,Debole,No
956,Piovoso,Assente,No
957,Soleggiato,Debole,Sì
958,Piovoso,Assente,Sì
959,Nuvoloso,Assente,Sì
960,Soleggiato,Assente,Sì
961,Nuvoloso,Assente,Sì
962,Piovoso,Forte,No
963,Piovoso,Assente,No
964,Nuvoloso,Debole,No
965,Nuvoloso,Forte,Sì
966,Soleggiato,Assente,Sì
967,Soleggiato,Assente,Sì
968,Nuvoloso,Assente,No
969,Soleggiato,Debole,Sì
970,Soleggiato,Assente,Sì
971,Nuvoloso,Assente,No
972,Soleggiato,Debole,Sì
973,Piovoso,Assente,No
974,Soleggiato,Assente,Sì
975,Soleggiato,Assente,No
976,Nuvoloso,Assente,No
977,Piovoso,Forte,No
978,Nuvoloso,Debole,Sì
979,Nuvoloso,Assente,Sì
980,Nuvoloso,Assente,Sì
981,Soleggiato,Forte,Sì
982,Piovoso,Assente,Sì
983,Soleggiato,Assente,Sì
984,Piovoso,Forte,No
985,Piovoso,Forte,Sì
986,Nuvoloso,Assente,No
987,Soleggiato,Debole,No
988,Soleggiato,Debole,Sì
989,Piovoso,Debole,No
990,Nuvoloso,Debole,Sì
991,Soleggiato,Assente,Sì
992,Nuvoloso,Assente,No
993,Nuvoloso,Assente,Sì
994,Nuvoloso,Forte,No
995,Nuvoloso,Assente,Sì
996,Piovoso,Assente,No
997,Soleggiato,Assente,No
998,Soleggiato,Debole,No
999,Soleggiato,Assente,No
