id,Sup,age,nStanze,y_age,anno
699,106.0,70,3.0,112000.0,1954
700,134.0,21,4.0,227000.0,2003
701,115.0,65,3.0,128000.0,1959
702,105.0,24,3.0,190000.0,2000
703,110.0,71,3.0,106000.0,1953
704,67.0,10,2.0,166000.0,2014
705,93.0,16,3.0,179000.0,2008
706,75.0,29,2.0,132000.0,1995
707,73.0,19,2.0,144000.0,2005
708,110.0,28,3.0,192000.0,1996
709,119.0,25,4.0,211000.0,1999
710,80.0,39,2.0,136000.0,1985
711,100.0,21,3.0,194000.0,2003
712,76.0,33,2.0,142000.0,1991
713,78.0,74,2.0,82000.0,1950
714,141.0,30,4.0,215000.0,1994
715,86.0,42,3.0,150000.0,1982
716,120.0,16,4.0,222000.0,2008
717,104.0,29,3.0,179000.0,1995
718,129.0,36,4.0,189000.0,1988
719,77.0,55,2.0,109000.0,1969
720,107.0,54,3.0,140000.0,1970
721,110.0,11,3.0,216000.0,2013
722,91.0,53,3.0,122000.0,1971
723,127.0,72,4.0,121000.0,1952
724,135.0,1,4.0,272000.0,2023
725,105.0,16,3.0,198000.0,2008
726,139.0,7,4.0,280000.0,2017
727,108.0,14,3.0,221000.0,2010
728,107.0,37,3.0,164000.0,1987
729,75.0,9,2.0,178000.0,2015
730,119.0,68,4.0,127000.0,1956
731,118.0,56,4.0,138000.0,1968
732,75.0,22,2.0,165000.0,2002
733,127.0,37,4.0,200000.0,1987
734,116.0,69,4.0,122000.0,1955
735,94.0,3,3.0,197000.0,2021
736,95.0,34,3.0,162000.0,1990
737,105.0,24,3.0,186000.0,2000
738,112.0,22,3.0,198000.0,2002
739,103.0,19,3.0,179000.0,2005
740,130.0,28,4.0,229000.0,1996
741,142.0,46,4.0,187000.0,1978
742,83.0,54,3.0,113000.0,1970
743,51.0,16,2.0,128000.0,2008
744,112.0,40,3.0,175000.0,1984
745,134.0,67,4.0,141000.0,1957
746,112.0,53,3.0,146000.0,1971
747,104.0,35,3.0,170000.0,1989
748,110.0,8,3.0,232000.0,2016
749,61.0,59,2.0,100000.0,1965
750,106.0,8,3.0,223000.0,2016
751,107.0,37,3.0,169000.0,1987
752,125.0,63,4.0,127000.0,1961
753,105.0,59,3.0,118000.0,1965
754,91.0,13,3.0,179000.0,2011
755,123.0,74,4.0,121000.0,1950
756,114.0,45,3.0,159000.0,1979
757,87.0,38,3.0,147000.0,1986
758,114.0,7,3.0,237000.0,2017
759,95.0,30,3.0,155000.0,1994
760,118.0,38,4.0,176000.0,1986
761,115.0,63,3.0,121000.0,1961
762,71.0,26,2.0,146000.0,1998
763,104.0,70,3.0,108000.0,1954
764,123.0,4,4.0,253000.0,2020
765,82.0,62,2.0,94000.0,1962
766,83.0,51,3.0,113000.0,1973
767,129.0,15,4.0,243000.0,2009
768,155.0,42,5.0,217000.0,1982
769,132.0,60,4.0,143000.0,1964
770,89.0,43,3.0,135000.0,1981
771,103.0,22,3.0,188000.0,2002
772,100.0,64,3.0,113000.0,1960
773,91.0,28,3.0,165000.0,1996
774,128.0,50,4.0,159000.0,1974
775,118.0,69,4.0,113000.0,1955
776,103.0,47,3.0,142000.0,1977
777,108.0,44,3.0,163000.0,1980
778,125.0,42,4.0,174000.0,1982
779,107.0,59,3.0,131000.0,1965
780,87.0,32,3.0,148000.0,1992
781,122.0,42,4.0,174000.0,1982
782,118.0,61,4.0,131000.0,1963
783,88.0,64,3.0,106000.0,1960
784,117.0,1,4.0,225000.0,2023
785,85.0,13,3.0,172000.0,2011
786,82.0,6,2.0,182000.0,2018
787,99.0,23,3.0,182000.0,2001
788,112.0,7,3.0,229000.0,2017
789,77.0,52,2.0,124000.0,1972
790,98.0,23,3.0,174000.0,2001
791,132.0,49,4.0,178000.0,1975
792,141.0,11,4.0,263000.0,2013
793,109.0,60,3.0,120000.0,1964
794,96.0,20,3.0,190000.0,2004
795,83.0,62,3.0,104000.0,1962
796,73.0,4,2.0,183000.0,2020
797,96.0,60,3.0,115000.0,1964
798,110.0,69,3.0,113000.0,1955
799,83.0,39,3.0,135000.0,1985
800,99.0,18,3.0,181000.0,2006
801,120.0,46,4.0,172000.0,1978
802,119.0,54,4.0,147000.0,1970
803,117.0,68,4.0,126000.0,1956
804,81.0,48,2.0,128000.0,1976
805,112.0,21,3.0,205000.0,2003
806,141.0,61,4.0,150000.0,1963
807,90.0,34,3.0,162000.0,1990
808,108.0,25,3.0,178000.0,1999
809,89.0,67,3.0,97000.0,1957
810,123.0,4,4.0,267000.0,2020
811,96.0,13,3.0,193000.0,2011
812,85.0,71,3.0,90000.0,1953
813,121.0,27,4.0,192000.0,1997
814,77.0,63,2.0,96000.0,1961
815,83.0,48,3.0,135000.0,1976
816,117.0,36,4.0,190000.0,1988
817,115.0,12,3.0,233000.0,2012
818,81.0,60,2.0,108000.0,1964
819,112.0,19,3.0,208000.0,2005
820,118.0,31,4.0,204000.0,1993
821,105.0,25,3.0,190000.0,1999
822,96.0,33,3.0,161000.0,1991
823,40.0,52,1.0,88000.0,1972
824,118.0,42,4.0,169000.0,1982
825,112.0,11,3.0,213000.0,2013
826,121.0,73,4.0,118000.0,1951
827,93.0,8,3.0,203000.0,2016
828,103.0,57,3.0,135000.0,1967
829,89.0,23,3.0,173000.0,2001
830,85.0,20,3.0,156000.0,2004
831,133.0,15,4.0,238000.0,2009
832,94.0,55,3.0,134000.0,1969
833,113.0,60,3.0,136000.0,1964
834,117.0,35,4.0,179000.0,1989
835,100.0,7,3.0,206000.0,2017
836,106.0,55,3.0,126000.0,1969
837,103.0,11,3.0,216000.0,2013
838,100.0,58,3.0,128000.0,1966
839,71.0,61,2.0,100000.0,1963
840,68.0,70,2.0,79000.0,1954
841,182.0,31,6.0,260000.0,1993
842,101.0,1,3.0,220000.0,2023
843,94.0,41,3.0,162000.0,1983
844,118.0,39,4.0,179000.0,1985
845,106.0,31,3.0,181000.0,1993
846,140.0,32,4.0,213000.0,1992
847,104.0,22,3.0,194000.0,2002
848,116.0,38,4.0,174000.0,1986
849,120.0,14,4.0,226000.0,2010
850,104.0,50,3.0,148000.0,1974
851,128.0,61,4.0,145000.0,1963
852,93.0,1,3.0,214000.0,2023
853,117.0,29,4.0,196000.0,1995
854,143.0,7,4.0,280000.0,2017
855,145.0,1,4.0,302000.0,2023
856,87.0,45,3.0,122000.0,1979
857,93.0,67,3.0,104000.0,1957
858,127.0,18,4.0,234000.0,2006
859,78.0,28,2.0,151000.0,1996
860,94.0,50,3.0,141000.0,1974
861,91.0,15,3.0,180000.0,2009
862,94.0,39,3.0,155000.0,1985
863,142.0,51,4.0,178000.0,1973
864,110.0,32,3.0,185000.0,1992
865,81.0,20,2.0,167000.0,2004
866,82.0,26,2.0,156000.0,1998
867,116.0,11,4.0,246000.0,2013
868,92.0,53,3.0,125000.0,1971
869,106.0,68,3.0,114000.0,1956
870,77.0,22,2.0,149000.0,2002
871,118.0,63,4.0,131000.0,1961
872,148.0,7,4.0,266000.0,2017
873,108.0,36,3.0,173000.0,1988
874,131.0,6,4.0,260000.0,2018
875,110.0,9,3.0,206000.0,2015
876,135.0,4,4.0,253000.0,2020
877,94.0,32,3.0,161000.0,1992
878,94.0,72,3.0,89000.0,1952
879,100.0,22,3.0,189000.0,2002
880,84.0,73,3.0,87000.0,1951
881,80.0,33,2.0,145000.0,1991
882,73.0,59,2.0,102000.0,1965
883,146.0,54,4.0,177000.0,1970
884,98.0,30,3.0,174000.0,1994
885,85.0,28,3.0,149000.0,1996
886,132.0,57,4.0,151000.0,1967
887,108.0,71,3.0,111000.0,1953
888,105.0,22,3.0,204000.0,2002
889,134.0,13,4.0,245000.0,2011
890,109.0,10,3.0,211000.0,2014
891,106.0,34,3.0,178000.0,1990
892,104.0,58,3.0,126000.0,1966
893,104.0,50,3.0,146000.0,1974
894,124.0,42,4.0,168000.0,1982
895,119.0,70,4.0,120000.0,1954
896,97.0,33,3.0,167000.0,1991
897,89.0,8,3.0,195000.0,2016
898,109.0,16,3.0,212000.0,2008
899,114.0,56,3.0,140000.0,1968
900,110.0,9,3.0,228000.0,2015
901,102.0,45,3.0,138000.0,1979
902,142.0,10,4.0,266000.0,2014
903,135.0,26,4.0,220000.0,1998
904,142.0,10,4.0,255000.0,2014
905,86.0,26,3.0,159000.0,1998
906,117.0,73,4.0,112000.0,1951
907,85.0,5,3.0,184000.0,2019
908,93.0,43,3.0,145000.0,1981
909,95.0,32,3.0,165000.0,1992
910,123.0,65,4.0,131000.0,1959
911,111.0,44,3.0,154000.0,1980
912,110.0,66,3.0,119000.0,1958
913,115.0,46,3.0,171000.0,1978
914,122.0,62,4.0,142000.0,1962
915,134.0,21,4.0,238000.0,2003
916,76.0,43,2.0,133000.0,1981
917,126.0,53,4.0,158000.0,1971
918,109.0,37,3.0,178000.0,1987
919,109.0,28,3.0,190000.0,1996
920,89.0,8,3.0,188000.0,2016
921,113.0,62,3.0,134000.0,1962
922,106.0,39,3.0,171000.0,1985
923,111.0,51,3.0,142000.0,1973
924,127.0,8,4.0,254000.0,2016
925,77.0,65,2.0,92000.0,1959
926,52.0,35,2.0,117000.0,1989
927,79.0,2,2.0,195000.0,2022
928,102.0,59,3.0,125000.0,1965
929,119.0,62,4.0,140000.0,1962
930,94.0,1,3.0,218000.0,2023
931,100.0,60,3.0,123000.0,1964
932,85.0,65,3.0,100000.0,1959
933,71.0,61,2.0,103000.0,1963
934,96.0,27,3.0,182000.0,1997
935,100.0,41,3.0,154000.0,1983
936,73.0,67,2.0,94000.0,1957
937,99.0,62,3.0,119000.0,1962
938,111.0,8,3.0,228000.0,2016
939,77.0,40,2.0,136000.0,1984
940,120.0,10,4.0,235000.0,2014
941,91.0,7,3.0,194000.0,2017
942,99.0,5,3.0,211000.0,2019
943,100.0,65,3.0,113000.0,1959
944,111.0,26,3.0,212000.0,1998
945,102.0,47,3.0,143000.0,1977
946,76.0,73,2.0,82000.0,1951
947,109.0,40,3.0,174000.0,1984
948,82.0,35,2.0,153000.0,1989
949,134.0,45,4.0,186000.0,1979
950,67.0,59,2.0,107000.0,1965
951,94.0,27,3.0,162000.0,1997
952,118.0,9,4.0,218000.0,2015
953,102.0,64,3.0,117000.0,1960
954,98.0,17,3.0,204000.0,2007
955,97.0,52,3.0,133000.0,1972
956,89.0,22,3.0,180000.0,2002
957,109.0,15,3.0,193000.0,2009
958,116.0,19,4.0,219000.0,2005
959,136.0,69,4.0,136000.0,1955
960,118.0,7,4.0,237000.0,2017
961,134.0,45,4.0,181000.0,1979
962,106.0,31,3.0,171000.0,1993
963,83.0,73,3.0,85000.0,1951
964,88.0,66,3.0,96000.0,1958
965,93.0,16,3.0,193000.0,2008
966,101.0,7,3.0,211000.0,2017
967,107.0,35,3.0,173000.0,1989
968,121.0,11,4.0,231000.0,2013
969,122.0,40,4.0,178000.0,1984
970,91.0,9,3.0,195000.0,2015
971,105.0,11,3.0,205000.0,2013
972,104.0,23,3.0,185000.0,2001
973,108.0,40,3.0,168000.0,1984
974,137.0,63,4.0,151000.0,1961
975,127.0,32,4.0,201000.0,1992
976,106.0,18,3.0,202000.0,2006
977,110.0,36,3.0,166000.0,1988
978,107.0,36,3.0,172000.0,1988
979,109.0,62,3.0,122000.0,1962
980,129.0,12,4.0,237000.0,2012
981,90.0,38,3.0,154000.0,1986
982,113.0,13,3.0,221000.0,2011
983,127.0,29,4.0,210000.0,1995
984,82.0,5,2.0,184000.0,2019
985,64.0,39,2.0,120000.0,1985
986,128.0,40,4.0,183000.0,1984
987,135.0,5,4.0,260000.0,2019
988,92.0,52,3.0,133000.0,1972
989,99.0,5,3.0,217000.0,2019
990,130.0,54,4.0,149000.0,1970
991,104.0,4,3.0,222000.0,2020
992,112.0,44,3.0,165000.0,1980
993,92.0,61,3.0,114000.0,1963
994,88.0,65,3.0,101000.0,1959
995,94.0,32,3.0,159000.0,1992
996,66.0,69,2.0,87000.0,1955
997,114.0,56,3.0,145000.0,1968
998,110.0,40,3.0,169000.0,1984
999,132.0,21,4.0,240000.0,2003
1000,84.0,22,3.0,170000.0,2002
