n,X,Y
1666,x1,y1
1667,x1,y1
1668,x1,y1
1669,x1,y1
1670,x1,y1
1671,x1,y1
1672,x1,y1
1673,x1,y1
1674,x1,y1
1675,x1,y1
1676,x1,y1
1677,x1,y1
1678,x1,y1
1679,x1,y1
1680,x1,y1
1681,x1,y1
1682,x1,y1
1683,x1,y1
1684,x1,y1
1685,x1,y1
1686,x1,y1
1687,x1,y1
1688,x1,y1
1689,x1,y1
1690,x1,y1
1691,x1,y1
1692,x1,y1
1693,x1,y1
1694,x1,y1
1695,x1,y1
1696,x1,y1
1697,x1,y1
1698,x1,y1
1699,x1,y1
1700,x1,y1
1701,x1,y1
1702,x1,y1
1703,x1,y1
1704,x1,y1
1705,x1,y1
1706,x1,y1
1707,x1,y1
1708,x1,y1
1709,x1,y1
1710,x1,y1
1711,x1,y1
1712,x1,y1
1713,x1,y1
1714,x1,y1
1715,x1,y1
1716,x1,y1
1717,x1,y1
1718,x1,y1
1719,x1,y1
1720,x1,y1
1721,x1,y1
1722,x1,y1
1723,x1,y1
1724,x1,y1
1725,x1,y1
1726,x1,y1
1727,x1,y1
1728,x1,y1
1729,x1,y1
1730,x1,y1
1731,x1,y1
1732,x1,y1
1733,x1,y1
1734,x1,y1
1735,x1,y1
1736,x1,y1
1737,x1,y1
1738,x1,y1
1739,x1,y1
1740,x1,y1
1741,x1,y1
1742,x1,y1
1743,x1,y1
1744,x1,y1
1745,x1,y1
1746,x1,y1
1747,x1,y1
1748,x1,y1
1749,x1,y1
1750,x1,y1
1751,x1,y1
1752,x1,y1
1753,x1,y1
1754,x1,y1
1755,x1,y1
1756,x1,y1
1757,x1,y1
1758,x1,y1
1759,x1,y1
1760,x1,y1
1761,x1,y1
1762,x1,y1
1763,x1,y1
1764,x1,y1
1765,x1,y1
1766,x1,y1
1767,x1,y1
1768,x1,y1
1769,x1,y1
1770,x1,y1
1771,x1,y1
1772,x1,y1
1773,x1,y1
1774,x1,y1
1775,x1,y1
1776,x1,y1
1777,x1,y1
1778,x1,y1
1779,x1,y1
1780,x1,y1
1781,x1,y1
1782,x1,y1
1783,x1,y1
1784,x1,y1
1785,x1,y1
1786,x1,y1
1787,x1,y1
1788,x1,y1
1789,x1,y1
1790,x1,y1
1791,x1,y1
1792,x1,y1
1793,x1,y1
1794,x1,y1
1795,x1,y1
1796,x1,y1
1797,x1,y1
1798,x1,y1
1799,x1,y1
1800,x1,y1
1801,x1,y1
1802,x1,y1
1803,x1,y1
1804,x1,y1
1805,x1,y1
1806,x1,y1
1807,x1,y1
1808,x1,y1
1809,x1,y1
1810,x1,y1
1811,x1,y1
1812,x1,y1
1813,x1,y1
1814,x1,y1
1815,x1,y1
1816,x1,y1
1817,x1,y1
1818,x1,y1
1819,x1,y1
1820,x1,y1
1821,x1,y1
1822,x1,y1
1823,x1,y1
1824,x1,y1
1825,x1,y1
1826,x1,y1
1827,x1,y1
1828,x1,y1
1829,x1,y1
1830,x1,y1
1831,x1,y1
1832,x1,y1
1833,x1,y1
1834,x1,y1
1835,x1,y1
1836,x1,y1
1837,x1,y1
1838,x1,y1
1839,x1,y1
1840,x1,y1
1841,x1,y1
1842,x1,y1
1843,x1,y1
1844,x1,y1
1845,x1,y1
1846,x1,y1
1847,x1,y1
1848,x1,y1
1849,x1,y1
1850,x1,y1
1851,x1,y1
1852,x1,y1
1853,x1,y1
1854,x1,y1
1855,x1,y1
1856,x1,y1
1857,x1,y1
1858,x1,y1
1859,x1,y1
1860,x1,y1
1861,x1,y1
1862,x1,y1
1863,x1,y1
1864,x1,y1
1865,x1,y1
1866,x1,y1
1867,x1,y1
1868,x1,y1
1869,x1,y1
1870,x1,y1
1871,x1,y1
1872,x1,y1
1873,x1,y1
1874,x1,y1
1875,x1,y1
1876,x1,y1
1877,x1,y1
1878,x1,y1
1879,x1,y1
1880,x1,y1
1881,x1,y1
1882,x1,y1
1883,x1,y1
1884,x1,y1
1885,x1,y1
1886,x1,y1
1887,x1,y1
1888,x1,y1
1889,x1,y1
1890,x1,y1
1891,x1,y1
1892,x1,y1
1893,x1,y1
1894,x1,y1
1895,x1,y1
1896,x1,y1
1897,x1,y1
1898,x1,y1
1899,x1,y1
1900,x1,y1
1901,x1,y1
1902,x1,y1
1903,x1,y1
1904,x1,y1
1905,x1,y1
1906,x1,y1
1907,x1,y1
1908,x1,y1
1909,x1,y1
1910,x1,y1
1911,x1,y1
1912,x1,y1
1913,x1,y1
1914,x1,y1
1915,x1,y1
1916,x1,y1
1917,x1,y1
1918,x1,y1
1919,x1,y1
1920,x1,y1
1921,x1,y1
1922,x1,y1
1923,x1,y1
1924,x1,y1
1925,x1,y1
1926,x1,y1
1927,x1,y1
1928,x1,y1
1929,x1,y1
1930,x1,y1
1931,x1,y1
1932,x1,y1
1933,x1,y1
1934,x1,y1
1935,x1,y1
1936,x1,y1
1937,x1,y1
1938,x1,y1
1939,x1,y1
1940,x1,y1
1941,x1,y1
1942,x1,y1
1943,x1,y1
1944,x1,y1
1945,x1,y1
1946,x1,y1
1947,x1,y1
1948,x1,y1
1949,x1,y1
1950,x1,y1
1951,x1,y1
1952,x1,y1
1953,x1,y1
1954,x1,y1
1955,x1,y1
1956,x1,y1
1957,x1,y1
1958,x1,y1
1959,x1,y1
1960,x1,y1
1961,x1,y1
1962,x1,y1
1963,x1,y1
1964,x1,y1
1965,x1,y1
1966,x1,y1
1967,x1,y1
1968,x1,y1
1969,x1,y1
1970,x1,y1
1971,x1,y1
1972,x1,y1
1973,x1,y1
1974,x1,y1
1975,x1,y1
1976,x1,y1
1977,x1,y1
1978,x1,y1
1979,x1,y1
1980,x1,y1
1981,x1,y1
1982,x1,y1
1983,x1,y1
1984,x1,y1
1985,x1,y1
1986,x1,y1
1987,x1,y1
1988,x1,y1
1989,x1,y1
1990,x1,y1
1991,x1,y1
1992,x1,y1
1993,x1,y1
1994,x1,y1
1995,x1,y1
1996,x1,y1
1997,x1,y1
1998,x1,y1
1999,x1,y1
2000,x1,y1
2001,x1,y1
2002,x1,y1
2003,x1,y1
2004,x1,y1
2005,x1,y1
2006,x1,y1
2007,x1,y1
2008,x1,y1
2009,x1,y1
2010,x1,y1
2011,x1,y1
2012,x1,y1
2013,x1,y1
2014,x1,y1
2015,x1,y1
2016,x1,y1
2017,x1,y1
2018,x1,y1
2019,x1,y1
2020,x1,y1
2021,x1,y1
2022,x1,y1
2023,x1,y1
2024,x1,y1
2025,x1,y1
2026,x1,y1
2027,x1,y1
2028,x1,y1
2029,x1,y1
2030,x1,y1
2031,x1,y1
2032,x1,y1
2033,x1,y1
2034,x1,y1
2035,x1,y1
2036,x1,y1
2037,x1,y1
2038,x1,y1
2039,x1,y1
2040,x1,y1
2041,x1,y1
2042,x1,y1
2043,x1,y1
2044,x1,y1
2045,x1,y1
2046,x1,y1
2047,x1,y1
2048,x1,y1
2049,x1,y1
2050,x1,y1
2051,x1,y1
2052,x1,y1
2053,x1,y1
2054,x1,y1
2055,x1,y1
2056,x1,y1
2057,x1,y1
2058,x1,y1
2059,x1,y1
2060,x1,y1
2061,x1,y1
2062,x1,y1
2063,x1,y1
2064,x1,y1
2065,x1,y1
2066,x1,y1
2067,x1,y1
2068,x1,y1
2069,x1,y1
2070,x1,y1
2071,x1,y1
2072,x1,y1
2073,x1,y1
2074,x1,y1
2075,x1,y1
2076,x1,y1
2077,x1,y1
2078,x1,y1
2079,x1,y1
2080,x1,y1
2081,x1,y1
2082,x1,y1
2083,x1,y1
2084,x1,y1
2085,x1,y1
2086,x1,y1
2087,x1,y1
2088,x1,y1
2089,x1,y1
2090,x1,y1
2091,x1,y1
2092,x1,y1
2093,x1,y1
2094,x1,y1
2095,x1,y1
2096,x1,y1
2097,x1,y1
2098,x1,y1
2099,x1,y1
2100,x1,y1
2101,x1,y1
2102,x1,y1
2103,x1,y1
2104,x1,y1
2105,x1,y1
2106,x1,y1
2107,x1,y1
2108,x1,y1
2109,x1,y1
2110,x1,y1
2111,x1,y1
2112,x1,y1
2113,x1,y1
2114,x1,y1
2115,x1,y1
2116,x1,y1
2117,x1,y1
2118,x1,y1
2119,x1,y1
2120,x1,y1
2121,x1,y1
2122,x1,y1
2123,x1,y1
2124,x1,y1
2125,x1,y1
2126,x1,y1
2127,x1,y1
2128,x1,y1
2129,x1,y1
2130,x1,y1
2131,x1,y1
2132,x1,y1
2133,x1,y1
2134,x1,y1
2135,x1,y1
2136,x1,y1
2137,x1,y1
2138,x1,y1
2139,x1,y1
2140,x1,y1
2141,x1,y1
2142,x1,y1
2143,x1,y1
2144,x1,y1
2145,x1,y1
2146,x1,y1
2147,x1,y1
2148,x1,y1
2149,x1,y1
2150,x1,y1
2151,x1,y1
2152,x1,y1
2153,x1,y1
2154,x1,y1
2155,x1,y1
2156,x1,y1
2157,x1,y1
2158,x1,y1
2159,x1,y1
2160,x1,y1
2161,x1,y1
2162,x1,y1
2163,x1,y1
2164,x1,y1
2165,x1,y1
2166,x1,y1
2167,x1,y1
2168,x1,y1
2169,x1,y1
2170,x1,y1
2171,x1,y1
2172,x1,y1
2173,x1,y1
2174,x1,y1
2175,x1,y1
2176,x1,y1
2177,x1,y1
2178,x1,y1
2179,x1,y1
2180,x1,y1
2181,x1,y1
2182,x1,y1
2183,x1,y1
2184,x1,y1
2185,x1,y1
2186,x1,y1
2187,x1,y1
2188,x1,y1
2189,x1,y1
2190,x1,y1
2191,x1,y1
2192,x1,y1
2193,x1,y1
2194,x1,y1
2195,x1,y1
2196,x1,y1
2197,x1,y1
2198,x1,y1
2199,x1,y1
2200,x1,y1
2201,x1,y1
2202,x1,y1
2203,x1,y1
2204,x1,y1
2205,x1,y1
2206,x1,y1
2207,x1,y1
2208,x1,y1
2209,x1,y1
2210,x1,y1
2211,x1,y1
2212,x1,y1
2213,x1,y1
2214,x1,y1
2215,x1,y1
2216,x1,y1
2217,x1,y1
2218,x1,y1
2219,x1,y1
2220,x1,y1
2221,x1,y1
2222,x1,y1
2223,x1,y1
2224,x1,y1
2225,x1,y1
2226,x1,y1
2227,x1,y1
2228,x1,y1
2229,x1,y1
2230,x1,y1
2231,x1,y1
2232,x1,y1
2233,x1,y1
2234,x1,y1
2235,x1,y1
2236,x1,y1
2237,x1,y1
2238,x1,y1
2239,x1,y1
2240,x1,y1
2241,x1,y1
2242,x1,y1
2243,x1,y1
2244,x1,y1
2245,x1,y1
2246,x1,y1
2247,x1,y1
2248,x1,y1
2249,x1,y1
2250,x1,y1
2251,x1,y1
2252,x1,y1
2253,x1,y1
2254,x1,y1
2255,x1,y1
2256,x1,y1
2257,x1,y1
2258,x1,y1
2259,x1,y1
2260,x1,y1
2261,x1,y1
2262,x1,y1
2263,x1,y1
2264,x1,y1
2265,x1,y1
2266,x1,y1
2267,x1,y1
2268,x1,y1
2269,x1,y1
2270,x1,y1
2271,x1,y1
2272,x1,y1
2273,x1,y1
2274,x1,y1
2275,x1,y1
2276,x1,y1
2277,x1,y1
2278,x1,y1
2279,x1,y1
2280,x1,y1
2281,x1,y1
2282,x1,y1
2283,x1,y1
2284,x1,y1
2285,x1,y1
2286,x1,y1
2287,x1,y1
2288,x1,y1
2289,x1,y1
2290,x1,y1
2291,x1,y1
2292,x1,y1
2293,x1,y1
2294,x1,y1
2295,x1,y1
2296,x1,y1
2297,x1,y1
2298,x1,y1
2299,x1,y1
2300,x1,y1
2301,x1,y1
2302,x1,y1
2303,x1,y1
2304,x1,y1
2305,x1,y1
2306,x1,y1
2307,x1,y1
2308,x1,y1
2309,x1,y1
2310,x1,y1
2311,x1,y1
2312,x1,y1
2313,x1,y1
2314,x1,y1
2315,x1,y1
2316,x1,y1
2317,x1,y1
2318,x1,y1
2319,x1,y1
2320,x1,y1
2321,x1,y1
2322,x1,y1
2323,x1,y1
2324,x1,y1
2325,x1,y1
2326,x1,y1
2327,x1,y1
2328,x1,y1
2329,x1,y1
2330,x1,y1
2331,x1,y1
2332,x1,y1
2333,x1,y1
2334,x1,y1
2335,x1,y1
2336,x1,y1
2337,x1,y1
2338,x1,y1
2339,x1,y1
2340,x1,y1
2341,x1,y1
2342,x1,y1
2343,x1,y1
2344,x1,y1
2345,x1,y1
2346,x1,y1
2347,x1,y1
2348,x1,y1
2349,x1,y1
2350,x1,y1
2351,x1,y1
2352,x1,y1
2353,x1,y1
2354,x1,y1
2355,x1,y1
2356,x1,y1
2357,x1,y1
2358,x1,y1
2359,x1,y1
2360,x1,y1
2361,x1,y1
2362,x1,y1
2363,x1,y1
2364,x1,y1
2365,x1,y1
2366,x1,y1
2367,x1,y1
2368,x1,y1
2369,x1,y1
2370,x1,y1
2371,x1,y1
2372,x1,y1
2373,x1,y1
2374,x1,y1
2375,x1,y1
2376,x1,y1
2377,x1,y1
2378,x1,y1
2379,x1,y1
2380,x1,y1
2381,x1,y1
2382,x1,y1
2383,x1,y1
2384,x1,y1
2385,x1,y1
2386,x1,y1
2387,x1,y1
2388,x1,y1
2389,x1,y1
2390,x1,y1
2391,x1,y1
2392,x1,y1
2393,x1,y1
2394,x1,y1
2395,x1,y1
2396,x1,y1
2397,x1,y1
2398,x1,y1
2399,x1,y1
2400,x1,y1
2401,x1,y1
2402,x1,y1
2403,x1,y1
2404,x1,y1
2405,x1,y1
2406,x1,y1
2407,x1,y1
2408,x1,y1
2409,x1,y1
2410,x1,y1
2411,x1,y1
2412,x1,y1
2413,x1,y1
2414,x1,y1
2415,x1,y1
2416,x1,y1
2417,x1,y1
2418,x1,y1
2419,x1,y1
2420,x1,y1
2421,x1,y1
2422,x1,y1
2423,x1,y1
2424,x1,y1
2425,x1,y1
2426,x1,y1
2427,x1,y1
2428,x1,y1
2429,x1,y1
2430,x1,y1
2431,x1,y1
2432,x1,y1
2433,x1,y1
2434,x1,y1
2435,x1,y1
2436,x1,y1
2437,x1,y1
2438,x1,y1
2439,x1,y1
2440,x1,y1
2441,x1,y1
2442,x1,y1
2443,x1,y1
2444,x1,y1
2445,x1,y1
2446,x1,y1
2447,x1,y1
2448,x1,y1
2449,x1,y1
2450,x1,y1
2451,x1,y1
2452,x1,y1
2453,x1,y1
2454,x1,y1
2455,x1,y1
2456,x1,y1
2457,x1,y1
2458,x1,y1
2459,x1,y1
2460,x1,y1
2461,x1,y1
2462,x1,y1
2463,x1,y1
2464,x1,y1
2465,x1,y1
2466,x1,y1
2467,x1,y1
2468,x1,y1
2469,x1,y1
2470,x1,y1
2471,x1,y1
2472,x1,y1
2473,x1,y1
2474,x1,y1
2475,x1,y1
2476,x1,y1
2477,x1,y1
2478,x1,y1
2479,x1,y1
2480,x1,y1
2481,x1,y1
2482,x1,y1
2483,x1,y1
2484,x1,y1
2485,x1,y1
2486,x1,y1
2487,x1,y1
2488,x1,y1
2489,x1,y1
2490,x1,y1
2491,x1,y1
2492,x1,y1
2493,x1,y1
2494,x1,y1
2495,x1,y1
2496,x1,y1
2497,x1,y1
2498,x1,y1
2499,x1,y1
2500,x1,y1
2501,x1,y1
2502,x1,y1
2503,x1,y1
2504,x1,y1
2505,x1,y1
2506,x1,y1
2507,x1,y1
2508,x1,y1
2509,x1,y1
2510,x1,y1
2511,x1,y1
2512,x1,y1
2513,x1,y1
2514,x1,y1
2515,x1,y1
2516,x1,y1
2517,x1,y1
2518,x1,y1
2519,x1,y1
2520,x1,y1
2521,x1,y1
2522,x1,y1
2523,x1,y1
2524,x1,y1
2525,x1,y1
2526,x1,y1
2527,x1,y1
2528,x1,y1
2529,x1,y1
2530,x1,y1
2531,x1,y1
2532,x1,y1
2533,x1,y1
2534,x1,y1
2535,x1,y1
2536,x1,y1
2537,x1,y1
2538,x1,y1
2539,x1,y1
2540,x1,y1
2541,x1,y1
2542,x1,y1
2543,x1,y1
2544,x1,y1
2545,x1,y1
2546,x1,y1
2547,x1,y1
2548,x1,y1
2549,x1,y1
2550,x1,y1
2551,x1,y1
2552,x1,y1
2553,x1,y1
2554,x1,y1
2555,x1,y1
2556,x1,y1
2557,x1,y1
2558,x1,y1
2559,x1,y1
2560,x1,y1
2561,x1,y1
2562,x1,y1
2563,x1,y1
2564,x1,y1
2565,x1,y1
2566,x1,y1
2567,x1,y1
2568,x1,y1
2569,x1,y1
2570,x1,y1
2571,x1,y1
2572,x1,y1
2573,x1,y1
2574,x1,y1
2575,x1,y1
2576,x1,y1
2577,x1,y1
2578,x1,y1
2579,x1,y1
2580,x1,y1
2581,x1,y1
2582,x1,y1
2583,x1,y1
2584,x1,y1
2585,x1,y1
2586,x1,y1
2587,x1,y1
2588,x1,y1
2589,x1,y1
2590,x1,y1
2591,x1,y1
2592,x1,y1
2593,x1,y1
2594,x1,y1
2595,x1,y1
2596,x1,y1
2597,x1,y1
2598,x1,y1
2599,x1,y1
2600,x1,y1
2601,x1,y1
2602,x1,y1
2603,x1,y1
2604,x1,y1
2605,x1,y1
2606,x1,y1
2607,x1,y1
2608,x1,y1
2609,x1,y1
2610,x1,y1
2611,x1,y1
2612,x1,y1
2613,x1,y1
2614,x1,y1
2615,x1,y1
2616,x1,y1
2617,x1,y1
2618,x1,y1
2619,x1,y1
2620,x1,y1
2621,x1,y1
2622,x1,y1
2623,x1,y1
2624,x1,y1
2625,x1,y1
2626,x1,y1
2627,x1,y1
2628,x1,y1
2629,x1,y1
2630,x1,y1
2631,x1,y1
2632,x1,y1
2633,x1,y1
2634,x1,y1
2635,x1,y1
2636,x1,y1
2637,x1,y1
2638,x1,y1
2639,x1,y1
2640,x1,y1
2641,x1,y1
2642,x1,y1
2643,x1,y1
2644,x1,y1
2645,x1,y1
2646,x1,y1
2647,x1,y1
2648,x1,y1
2649,x1,y1
2650,x1,y1
2651,x1,y1
2652,x1,y1
2653,x1,y1
2654,x1,y1
2655,x1,y1
2656,x1,y1
2657,x1,y1
2658,x1,y1
2659,x1,y1
2660,x1,y1
2661,x1,y1
2662,x1,y1
2663,x1,y1
2664,x1,y1
2665,x1,y1
2666,x1,y1
2667,x1,y1
2668,x1,y1
2669,x1,y1
2670,x1,y1
2671,x1,y1
2672,x1,y1
2673,x1,y1
2674,x1,y1
2675,x1,y1
2676,x1,y1
2677,x1,y1
2678,x1,y1
2679,x1,y1
2680,x1,y1
2681,x1,y1
2682,x1,y1
2683,x1,y1
2684,x1,y1
2685,x1,y1
2686,x1,y1
2687,x1,y1
2688,x1,y1
2689,x1,y1
2690,x1,y1
2691,x1,y1
2692,x1,y1
2693,x1,y1
2694,x1,y1
2695,x1,y1
2696,x1,y1
2697,x1,y1
2698,x1,y1
2699,x1,y1
2700,x1,y1
2701,x1,y1
2702,x1,y1
2703,x1,y1
2704,x1,y1
2705,x1,y1
2706,x1,y1
2707,x1,y1
2708,x1,y1
2709,x1,y1
2710,x1,y1
2711,x1,y1
2712,x1,y1
2713,x1,y1
2714,x1,y1
2715,x1,y1
2716,x1,y1
2717,x1,y1
2718,x1,y1
2719,x1,y1
2720,x1,y1
2721,x1,y1
2722,x1,y1
2723,x1,y1
2724,x1,y1
2725,x1,y1
2726,x1,y1
2727,x1,y1
2728,x1,y1
2729,x1,y1
2730,x1,y1
2731,x1,y1
2732,x1,y1
2733,x1,y1
2734,x1,y1
2735,x1,y1
2736,x1,y1
2737,x1,y1
2738,x1,y1
2739,x1,y1
2740,x1,y1
2741,x1,y1
2742,x1,y1
2743,x1,y1
2744,x1,y1
2745,x1,y1
2746,x1,y1
2747,x1,y1
2748,x1,y1
2749,x1,y1
2750,x1,y1
2751,x1,y1
2752,x1,y1
2753,x1,y1
2754,x1,y1
2755,x1,y1
2756,x1,y1
2757,x1,y1
2758,x1,y1
2759,x1,y1
2760,x1,y1
2761,x1,y1
2762,x1,y1
2763,x1,y1
2764,x1,y1
2765,x1,y1
2766,x1,y1
2767,x1,y1
2768,x1,y1
2769,x1,y1
2770,x1,y1
2771,x1,y1
2772,x1,y1
2773,x1,y1
2774,x1,y1
2775,x1,y1
2776,x1,y1
2777,x1,y1
2778,x1,y1
2779,x1,y1
2780,x1,y1
2781,x1,y1
2782,x1,y1
2783,x1,y1
2784,x1,y1
2785,x1,y1
2786,x1,y1
2787,x1,y1
2788,x1,y1
2789,x1,y1
2790,x1,y1
2791,x1,y1
2792,x1,y1
2793,x1,y1
2794,x1,y1
2795,x1,y1
2796,x1,y1
2797,x1,y1
2798,x1,y1
2799,x1,y1
2800,x1,y1
2801,x1,y1
2802,x1,y1
2803,x1,y1
2804,x1,y1
2805,x1,y1
2806,x1,y1
2807,x1,y1
2808,x1,y1
2809,x1,y1
2810,x1,y1
2811,x1,y1
2812,x1,y1
2813,x1,y1
2814,x1,y1
2815,x1,y1
2816,x1,y1
2817,x1,y1
2818,x1,y1
2819,x1,y1
2820,x1,y1
2821,x1,y1
2822,x1,y1
2823,x1,y1
2824,x1,y1
2825,x1,y1
2826,x1,y1
2827,x1,y1
2828,x1,y1
2829,x1,y1
2830,x1,y1
2831,x1,y1
2832,x1,y1
2833,x1,y1
2834,x1,y1
2835,x1,y1
2836,x1,y1
2837,x1,y1
2838,x1,y1
2839,x1,y1
2840,x1,y1
2841,x1,y1
2842,x1,y1
2843,x1,y1
2844,x1,y1
2845,x1,y1
2846,x1,y1
2847,x1,y1
2848,x1,y1
2849,x1,y1
2850,x1,y1
2851,x1,y1
2852,x1,y1
2853,x1,y1
2854,x1,y1
2855,x1,y1
2856,x1,y1
2857,x1,y1
2858,x1,y1
2859,x1,y1
2860,x1,y1
2861,x1,y1
2862,x1,y1
2863,x1,y1
2864,x1,y1
2865,x1,y1
2866,x1,y1
2867,x1,y1
2868,x1,y1
2869,x1,y1
2870,x1,y1
2871,x1,y1
2872,x1,y1
2873,x1,y1
2874,x1,y1
2875,x1,y1
2876,x1,y1
2877,x1,y1
2878,x1,y1
2879,x1,y1
2880,x1,y1
2881,x1,y1
2882,x1,y1
2883,x1,y1
2884,x1,y1
2885,x1,y1
2886,x1,y1
2887,x1,y1
2888,x1,y1
2889,x1,y1
2890,x1,y1
2891,x1,y1
2892,x1,y1
2893,x1,y1
2894,x1,y1
2895,x1,y1
2896,x1,y1
2897,x1,y1
2898,x1,y1
2899,x1,y1
2900,x1,y1
2901,x1,y1
2902,x1,y1
2903,x1,y1
2904,x1,y1
2905,x1,y1
2906,x1,y1
2907,x1,y1
2908,x1,y1
2909,x1,y1
2910,x1,y1
2911,x1,y1
2912,x1,y1
2913,x1,y1
2914,x1,y1
2915,x1,y1
2916,x1,y1
2917,x1,y1
2918,x1,y1
2919,x1,y1
2920,x1,y1
2921,x1,y1
2922,x1,y1
2923,x1,y1
2924,x1,y1
2925,x1,y1
2926,x1,y1
2927,x1,y1
2928,x1,y1
2929,x1,y1
2930,x1,y1
2931,x1,y1
2932,x1,y1
2933,x1,y1
2934,x1,y1
2935,x1,y1
2936,x1,y1
2937,x1,y1
2938,x1,y1
2939,x1,y1
2940,x1,y1
2941,x1,y1
2942,x1,y1
2943,x1,y1
2944,x1,y1
2945,x1,y1
2946,x1,y1
2947,x1,y1
2948,x1,y1
2949,x1,y1
2950,x1,y1
2951,x1,y1
2952,x1,y1
2953,x1,y1
2954,x1,y1
2955,x1,y1
2956,x1,y1
2957,x1,y1
2958,x1,y1
2959,x1,y1
2960,x1,y1
2961,x1,y1
2962,x1,y1
2963,x1,y1
2964,x1,y1
2965,x1,y1
2966,x1,y1
2967,x1,y1
2968,x1,y1
2969,x1,y1
2970,x1,y1
2971,x1,y1
2972,x1,y1
2973,x1,y1
2974,x1,y1
2975,x1,y1
2976,x1,y1
2977,x1,y1
2978,x1,y1
2979,x1,y1
2980,x1,y1
2981,x1,y1
2982,x1,y1
2983,x1,y1
2984,x1,y1
2985,x1,y1
2986,x1,y1
2987,x1,y1
2988,x1,y1
2989,x1,y1
2990,x1,y1
2991,x1,y1
2992,x1,y1
2993,x1,y1
2994,x1,y1
2995,x1,y1
2996,x1,y1
2997,x1,y1
2998,x1,y1
2999,x1,y1
3000,x1,y1
3001,x1,y1
3002,x1,y1
3003,x1,y1
3004,x1,y1
3005,x1,y1
3006,x1,y1
3007,x1,y1
3008,x1,y1
3009,x1,y1
3010,x1,y1
3011,x1,y1
3012,x1,y1
3013,x1,y1
3014,x1,y1
3015,x1,y1
3016,x1,y1
3017,x1,y1
3018,x1,y1
3019,x1,y1
3020,x1,y1
3021,x1,y1
3022,x1,y1
3023,x1,y1
3024,x1,y1
3025,x1,y1
3026,x1,y1
3027,x1,y1
3028,x1,y1
3029,x1,y1
3030,x1,y1
3031,x1,y1
3032,x1,y1
3033,x1,y1
3034,x1,y1
3035,x1,y1
3036,x1,y1
3037,x1,y1
3038,x1,y1
3039,x1,y1
3040,x1,y1
3041,x1,y1
3042,x1,y1
3043,x1,y1
3044,x1,y1
3045,x1,y1
3046,x1,y1
3047,x1,y1
3048,x1,y1
3049,x1,y1
3050,x1,y1
3051,x1,y1
3052,x1,y1
3053,x1,y1
3054,x1,y1
3055,x1,y1
3056,x1,y1
3057,x1,y1
3058,x1,y1
3059,x1,y1
3060,x1,y1
3061,x1,y1
3062,x1,y1
3063,x1,y1
3064,x1,y1
3065,x1,y1
3066,x1,y1
3067,x1,y1
3068,x1,y1
3069,x1,y1
3070,x1,y1
3071,x1,y1
3072,x1,y1
3073,x1,y1
3074,x1,y1
3075,x1,y1
3076,x1,y1
3077,x1,y1
3078,x1,y1
3079,x1,y1
3080,x1,y1
3081,x1,y1
3082,x1,y1
3083,x1,y1
3084,x1,y1
3085,x1,y1
3086,x1,y1
3087,x1,y1
3088,x1,y1
3089,x1,y1
3090,x1,y1
3091,x1,y1
3092,x1,y1
3093,x1,y1
3094,x1,y1
3095,x1,y1
3096,x1,y1
3097,x1,y1
3098,x1,y1
3099,x1,y1
3100,x1,y1
3101,x1,y1
3102,x1,y1
3103,x1,y1
3104,x1,y1
3105,x1,y1
3106,x1,y1
3107,x1,y1
3108,x1,y1
3109,x1,y1
3110,x1,y1
3111,x1,y1
3112,x1,y1
3113,x1,y1
3114,x1,y1
3115,x1,y1
3116,x1,y1
3117,x1,y1
3118,x1,y1
3119,x1,y1
3120,x1,y1
3121,x1,y1
3122,x1,y1
3123,x1,y1
3124,x1,y1
3125,x1,y1
3126,x1,y1
3127,x1,y1
3128,x1,y1
3129,x1,y1
3130,x1,y1
3131,x1,y1
3132,x1,y1
3133,x1,y1
3134,x1,y1
3135,x1,y1
3136,x1,y1
3137,x1,y1
3138,x1,y1
3139,x1,y1
3140,x1,y1
3141,x1,y1
3142,x1,y1
3143,x1,y1
3144,x1,y1
3145,x1,y1
3146,x1,y1
3147,x1,y1
3148,x1,y1
3149,x1,y1
3150,x1,y1
3151,x1,y1
3152,x1,y1
3153,x1,y1
3154,x1,y1
3155,x1,y1
3156,x1,y1
3157,x1,y1
3158,x1,y1
3159,x1,y1
3160,x1,y1
3161,x1,y1
3162,x1,y1
3163,x1,y1
3164,x1,y1
3165,x1,y1
3166,x1,y1
3167,x1,y1
3168,x1,y1
3169,x1,y1
3170,x1,y1
3171,x1,y1
3172,x1,y1
3173,x1,y1
3174,x1,y1
3175,x1,y1
3176,x1,y1
3177,x1,y1
3178,x1,y1
3179,x1,y1
3180,x1,y1
3181,x1,y1
3182,x1,y1
3183,x1,y1
3184,x1,y1
3185,x1,y1
3186,x1,y1
3187,x1,y1
3188,x1,y1
3189,x1,y1
3190,x1,y1
3191,x1,y1
3192,x1,y1
3193,x1,y1
3194,x1,y1
3195,x1,y1
3196,x1,y1
3197,x1,y1
3198,x1,y1
3199,x1,y1
3200,x1,y1
3201,x1,y1
3202,x1,y1
3203,x1,y1
3204,x1,y1
3205,x1,y1
3206,x1,y1
3207,x1,y1
3208,x1,y1
3209,x1,y1
3210,x1,y1
3211,x1,y1
3212,x1,y1
3213,x1,y1
3214,x1,y1
3215,x1,y1
3216,x1,y1
3217,x1,y1
3218,x1,y1
3219,x1,y1
