"project_id","taskname","costo","ngg_worked","n_employee"
51586,"INSERT CREATING",20724.0,59.1,3
51634,"INSERT CREATING",21461.0,61.2,3
51922,"INSERT CREATING",19357.0,55.2,3
51926,"SYSTEM CONTROL",14513.0,46.0,2
51928,"INSERT CREATING",19357.0,55.2,3
51932,"SYSTEM CONTROL",14639.0,46.4,2
51934,"INSERT CREATING",20093.0,57.3,3
51938,"SYSTEM CONTROL",15081.0,47.8,2
51946,"INSERT CREATING",20724.0,59.1,3
51970,"INSERT CREATING",21461.0,61.2,3
52018,"INSERT CREATING",22197.0,63.3,3
52114,"INSERT CREATING",22934.0,65.4,3
52690,"INSERT CREATING",20093.0,57.3,3
52694,"SYSTEM CONTROL",14955.0,47.4,2
52696,"INSERT CREATING",20093.0,57.3,3
52700,"SYSTEM CONTROL",15081.0,47.8,2
52702,"INSERT CREATING",20724.0,59.1,3
52706,"SYSTEM CONTROL",15523.0,49.2,2
52714,"INSERT CREATING",21461.0,61.2,3
52718,"SYSTEM CONTROL",15964.0,50.6,2
52738,"INSERT CREATING",22197.0,63.3,3
52742,"SYSTEM CONTROL",16406.0,52.0,2
52786,"INSERT CREATING",22934.0,65.4,3
52790,"SYSTEM CONTROL",16848.0,53.4,2
52882,"INSERT CREATING",23986.0,68.4,3
54226,"INSERT CREATING",20830.0,59.4,3
54230,"SYSTEM CONTROL",15396.0,48.8,2
54232,"INSERT CREATING",20724.0,59.1,3
54236,"SYSTEM CONTROL",15523.0,49.2,2
54238,"INSERT CREATING",21461.0,61.2,3
54242,"SYSTEM CONTROL",15964.0,50.6,2
54250,"INSERT CREATING",22197.0,63.3,3
54254,"SYSTEM CONTROL",16406.0,52.0,2
54256,"INSERT CREATING",22302.0,63.6,3
54274,"INSERT CREATING",22934.0,65.4,3
54278,"SYSTEM CONTROL",16848.0,53.4,2
54280,"INSERT CREATING",23039.0,65.7,3
57298,"INSERT CREATING",21566.0,61.5,3
57302,"SYSTEM CONTROL",15838.0,50.2,2
57304,"INSERT CREATING",21461.0,61.2,3
57308,"SYSTEM CONTROL",15964.0,50.6,2
57310,"INSERT CREATING",22197.0,63.3,3
57314,"SYSTEM CONTROL",16406.0,52.0,2
57322,"INSERT CREATING",22934.0,65.4,3
57326,"SYSTEM CONTROL",16848.0,53.4,2
57328,"INSERT CREATING",23039.0,65.7,3
57346,"INSERT CREATING",23986.0,68.4,3
63442,"INSERT CREATING",22302.0,63.6,3
63446,"SYSTEM CONTROL",16280.0,51.6,2
63448,"INSERT CREATING",22197.0,63.3,3
63452,"SYSTEM CONTROL",16406.0,52.0,2
63454,"INSERT CREATING",22934.0,65.4,3
63458,"SYSTEM CONTROL",16848.0,53.4,2
63466,"INSERT CREATING",23986.0,68.4,3
75730,"INSERT CREATING",23039.0,65.7,3
75734,"SYSTEM CONTROL",16722.0,53.0,2
75736,"INSERT CREATING",22934.0,65.4,3
75740,"SYSTEM CONTROL",16848.0,53.4,2
100306,"INSERT CREATING",14938.0,42.6,3
100310,"SYSTEM CONTROL",11989.0,38.0,2
100312,"INSERT CREATING",14938.0,42.6,3
100316,"SYSTEM CONTROL",11863.0,37.6,2
100318,"INSERT CREATING",15675.0,44.7,3
100322,"SYSTEM CONTROL",12304.0,39.0,2
100330,"INSERT CREATING",16411.0,46.8,3
100334,"SYSTEM CONTROL",12746.0,40.4,2
100336,"INSERT CREATING",16411.0,46.8,3
100354,"INSERT CREATING",17148.0,48.9,3
100358,"SYSTEM CONTROL",13188.0,41.8,2
100360,"INSERT CREATING",17148.0,48.9,3
100366,"INSERT CREATING",17884.0,51.0,3
100402,"INSERT CREATING",17884.0,51.0,3
100406,"SYSTEM CONTROL",13630.0,43.2,2
100408,"INSERT CREATING",17884.0,51.0,3
100414,"INSERT CREATING",18620.0,53.1,3
100498,"INSERT CREATING",18620.0,53.1,3
100502,"SYSTEM CONTROL",14071.0,44.6,2
100504,"INSERT CREATING",18620.0,53.1,3
100510,"INSERT CREATING",19357.0,55.2,3
100522,"INSERT CREATING",20093.0,57.3,3
100546,"INSERT CREATING",20830.0,59.4,3
100690,"INSERT CREATING",19357.0,55.2,3
100694,"SYSTEM CONTROL",14513.0,46.0,2
100696,"INSERT CREATING",19357.0,55.2,3
100700,"SYSTEM CONTROL",14639.0,46.4,2
100702,"INSERT CREATING",20093.0,57.3,3
100714,"INSERT CREATING",20830.0,59.4,3
100738,"INSERT CREATING",21461.0,61.2,3
100786,"INSERT CREATING",22197.0,63.3,3
101074,"INSERT CREATING",20093.0,57.3,3
101078,"SYSTEM CONTROL",14955.0,47.4,2
101080,"INSERT CREATING",20093.0,57.3,3
101084,"SYSTEM CONTROL",15081.0,47.8,2
101086,"INSERT CREATING",20830.0,59.4,3
101090,"SYSTEM CONTROL",15523.0,49.2,2
101098,"INSERT CREATING",21461.0,61.2,3
101122,"INSERT CREATING",22197.0,63.3,3
101170,"INSERT CREATING",22934.0,65.4,3
101266,"INSERT CREATING",23670.0,67.5,3
101842,"INSERT CREATING",20830.0,59.4,3
101846,"SYSTEM CONTROL",15396.0,48.8,2
101848,"INSERT CREATING",20830.0,59.4,3
101852,"SYSTEM CONTROL",15523.0,49.2,2
101854,"INSERT CREATING",21461.0,61.2,3
101858,"SYSTEM CONTROL",15964.0,50.6,2
101866,"INSERT CREATING",22197.0,63.3,3
101870,"SYSTEM CONTROL",16406.0,52.0,2
101890,"INSERT CREATING",22934.0,65.4,3
101894,"SYSTEM CONTROL",16848.0,53.4,2
101938,"INSERT CREATING",23670.0,67.5,3
101942,"SYSTEM CONTROL",17289.0,54.8,2
102034,"INSERT CREATING",24722.0,70.5,3
102226,"INSERT CREATING",25458.0,72.6,3
103378,"INSERT CREATING",21566.0,61.5,3
103382,"SYSTEM CONTROL",15838.0,50.2,2
103384,"INSERT CREATING",21461.0,61.2,3
103388,"SYSTEM CONTROL",15964.0,50.6,2
103390,"INSERT CREATING",22197.0,63.3,3
103394,"SYSTEM CONTROL",16406.0,52.0,2
103402,"INSERT CREATING",22934.0,65.4,3
103406,"SYSTEM CONTROL",16848.0,53.4,2
103408,"INSERT CREATING",23039.0,65.7,3
103426,"INSERT CREATING",23670.0,67.5,3
103430,"SYSTEM CONTROL",17289.0,54.8,2
103432,"INSERT CREATING",23775.0,67.8,3
103474,"INSERT CREATING",24722.0,70.5,3
103478,"SYSTEM CONTROL",17731.0,56.2,2
103480,"INSERT CREATING",24512.0,69.9,3
103570,"INSERT CREATING",25458.0,72.6,3
103574,"SYSTEM CONTROL",18173.0,57.6,2
103762,"INSERT CREATING",26195.0,74.7,3
103766,"SYSTEM CONTROL",18614.0,59.0,2
104146,"INSERT CREATING",26931.0,76.8,3
104914,"INSERT CREATING",27668.0,78.9,3
106450,"INSERT CREATING",22302.0,63.6,3
106454,"SYSTEM CONTROL",16280.0,51.6,2
106456,"INSERT CREATING",22197.0,63.3,3
106460,"SYSTEM CONTROL",16406.0,52.0,2
106462,"INSERT CREATING",22934.0,65.4,3
106466,"SYSTEM CONTROL",16848.0,53.4,2
106474,"INSERT CREATING",23670.0,67.5,3
106478,"SYSTEM CONTROL",17289.0,54.8,2
106480,"INSERT CREATING",23775.0,67.8,3
106498,"INSERT CREATING",24722.0,70.5,3
106502,"SYSTEM CONTROL",17731.0,56.2,2
106504,"INSERT CREATING",24512.0,69.9,3
106510,"INSERT CREATING",25248.0,72.0,3
106546,"INSERT CREATING",25458.0,72.6,3
106550,"SYSTEM CONTROL",18173.0,57.6,2
106552,"INSERT CREATING",25248.0,72.0,3
106558,"INSERT CREATING",25984.0,74.1,3
106642,"INSERT CREATING",26195.0,74.7,3
106646,"SYSTEM CONTROL",18614.0,59.0,2
106648,"INSERT CREATING",25984.0,74.1,3
112594,"INSERT CREATING",23039.0,65.7,3
112598,"SYSTEM CONTROL",16722.0,53.0,2
112600,"INSERT CREATING",22934.0,65.4,3
112604,"SYSTEM CONTROL",16848.0,53.4,2
112606,"INSERT CREATING",23670.0,67.5,3
112610,"SYSTEM CONTROL",17289.0,54.8,2
112618,"INSERT CREATING",24722.0,70.5,3
112622,"SYSTEM CONTROL",17731.0,56.2,2
112624,"INSERT CREATING",24512.0,69.9,3
112642,"INSERT CREATING",25458.0,72.6,3
112646,"SYSTEM CONTROL",18173.0,57.6,2
112648,"INSERT CREATING",25248.0,72.0,3
112654,"INSERT CREATING",25984.0,74.1,3
112690,"INSERT CREATING",26195.0,74.7,3
112694,"SYSTEM CONTROL",18614.0,59.0,2
112696,"INSERT CREATING",25984.0,74.1,3
112702,"INSERT CREATING",26721.0,76.2,3
124882,"INSERT CREATING",23775.0,67.8,3
124886,"SYSTEM CONTROL",17163.0,54.4,2
124888,"INSERT CREATING",23670.0,67.5,3
124892,"SYSTEM CONTROL",17289.0,54.8,2
124894,"INSERT CREATING",24722.0,70.5,3
124898,"SYSTEM CONTROL",17731.0,56.2,2
124906,"INSERT CREATING",25458.0,72.6,3
124910,"SYSTEM CONTROL",18173.0,57.6,2
124912,"INSERT CREATING",25248.0,72.0,3
124930,"INSERT CREATING",26195.0,74.7,3
124934,"SYSTEM CONTROL",18614.0,59.0,2
124936,"INSERT CREATING",25984.0,74.1,3
124942,"INSERT CREATING",26721.0,76.2,3
124978,"INSERT CREATING",26931.0,76.8,3
124982,"SYSTEM CONTROL",19056.0,60.4,2
149458,"INSERT CREATING",24301.0,69.3,3
149462,"SYSTEM CONTROL",17605.0,55.8,2
149464,"INSERT CREATING",24722.0,70.5,3
149468,"SYSTEM CONTROL",17731.0,56.2,2
149470,"INSERT CREATING",25458.0,72.6,3
2006,"CONTROL MANAGEMENT",12745.0,35.6,2
2012,"CONTROL MANAGEMENT",13174.0,36.8,2
2018,"CONTROL MANAGEMENT",14177.0,39.6,2
2030,"CONTROL MANAGEMENT",15179.0,42.4,2
2054,"CONTROL MANAGEMENT",16182.0,45.2,2
2102,"CONTROL MANAGEMENT",17184.0,48.0,2
2198,"CONTROL MANAGEMENT",18186.0,50.8,2
2390,"CONTROL MANAGEMENT",19189.0,53.6,2
2774,"CONTROL MANAGEMENT",20191.0,56.4,2
2780,"CONTROL MANAGEMENT",19905.0,55.6,2
2786,"CONTROL MANAGEMENT",20907.0,58.4,2
3542,"CONTROL MANAGEMENT",21194.0,59.2,2
3548,"CONTROL MANAGEMENT",20907.0,58.4,2
3554,"CONTROL MANAGEMENT",21910.0,61.2,2
3566,"CONTROL MANAGEMENT",22912.0,64.0,2
3590,"CONTROL MANAGEMENT",23914.0,66.8,2
5078,"CONTROL MANAGEMENT",22196.0,62.0,2
5084,"CONTROL MANAGEMENT",21910.0,61.2,2
5090,"CONTROL MANAGEMENT",22912.0,64.0,2
5102,"CONTROL MANAGEMENT",23914.0,66.8,2
5126,"CONTROL MANAGEMENT",24917.0,69.6,2
5174,"CONTROL MANAGEMENT",25919.0,72.4,2
5270,"CONTROL MANAGEMENT",26922.0,75.2,2
5462,"CONTROL MANAGEMENT",27924.0,78.0,2
8150,"CONTROL MANAGEMENT",23198.0,64.8,2
8156,"CONTROL MANAGEMENT",22912.0,64.0,2
8162,"CONTROL MANAGEMENT",23914.0,66.8,2
8174,"CONTROL MANAGEMENT",24917.0,69.6,2
8198,"CONTROL MANAGEMENT",25919.0,72.4,2
8246,"CONTROL MANAGEMENT",26922.0,75.2,2
8342,"CONTROL MANAGEMENT",27924.0,78.0,2
8534,"CONTROL MANAGEMENT",28926.0,80.8,2
8918,"CONTROL MANAGEMENT",29929.0,83.6,2
9686,"CONTROL MANAGEMENT",30931.0,86.4,2
14294,"CONTROL MANAGEMENT",24201.0,67.6,2
14300,"CONTROL MANAGEMENT",23914.0,66.8,2
14306,"CONTROL MANAGEMENT",24917.0,69.6,2
14318,"CONTROL MANAGEMENT",25919.0,72.4,2
14342,"CONTROL MANAGEMENT",26922.0,75.2,2
14390,"CONTROL MANAGEMENT",27924.0,78.0,2
14486,"CONTROL MANAGEMENT",28926.0,80.8,2
14678,"CONTROL MANAGEMENT",29929.0,83.6,2
15062,"CONTROL MANAGEMENT",30931.0,86.4,2
15068,"CONTROL MANAGEMENT",31218.0,87.2,2
15830,"CONTROL MANAGEMENT",31934.0,89.2,2
15836,"CONTROL MANAGEMENT",32220.0,90.0,2
17366,"CONTROL MANAGEMENT",32936.0,92.0,2
20438,"CONTROL MANAGEMENT",33938.0,94.8,2
26582,"CONTROL MANAGEMENT",25203.0,70.4,2
26588,"CONTROL MANAGEMENT",24917.0,69.6,2
26594,"CONTROL MANAGEMENT",25919.0,72.4,2
26606,"CONTROL MANAGEMENT",26922.0,75.2,2
26630,"CONTROL MANAGEMENT",27924.0,78.0,2
26678,"CONTROL MANAGEMENT",28926.0,80.8,2
26774,"CONTROL MANAGEMENT",29929.0,83.6,2
26966,"CONTROL MANAGEMENT",30931.0,86.4,2
27350,"CONTROL MANAGEMENT",31934.0,89.2,2
27356,"CONTROL MANAGEMENT",32220.0,90.0,2
27362,"CONTROL MANAGEMENT",33222.0,92.8,2
28118,"CONTROL MANAGEMENT",32936.0,92.0,2
28124,"CONTROL MANAGEMENT",33222.0,92.8,2
28130,"CONTROL MANAGEMENT",34225.0,95.6,2
28142,"CONTROL MANAGEMENT",35227.0,98.4,2
29654,"CONTROL MANAGEMENT",33938.0,94.8,2
29660,"CONTROL MANAGEMENT",34225.0,95.6,2
29666,"CONTROL MANAGEMENT",35227.0,98.4,2
32726,"CONTROL MANAGEMENT",34941.0,97.6,2
32732,"CONTROL MANAGEMENT",35227.0,98.4,2
51158,"CONTROL MANAGEMENT",26206.0,73.2,2
51164,"CONTROL MANAGEMENT",25919.0,72.4,2
51170,"CONTROL MANAGEMENT",26922.0,75.2,2
51182,"CONTROL MANAGEMENT",27924.0,78.0,2
51206,"CONTROL MANAGEMENT",28926.0,80.8,2
51254,"CONTROL MANAGEMENT",29929.0,83.6,2
51350,"CONTROL MANAGEMENT",30931.0,86.4,2
51542,"CONTROL MANAGEMENT",31934.0,89.2,2
51926,"CONTROL MANAGEMENT",32936.0,92.0,2
51932,"CONTROL MANAGEMENT",33222.0,92.8,2
51938,"CONTROL MANAGEMENT",34225.0,95.6,2
52694,"CONTROL MANAGEMENT",33938.0,94.8,2
52700,"CONTROL MANAGEMENT",34225.0,95.6,2
52706,"CONTROL MANAGEMENT",35227.0,98.4,2
52718,"CONTROL MANAGEMENT",36230.0,101.2,2
52742,"CONTROL MANAGEMENT",37232.0,104.0,2
54230,"CONTROL MANAGEMENT",34941.0,97.6,2
54236,"CONTROL MANAGEMENT",35227.0,98.4,2
54242,"CONTROL MANAGEMENT",36230.0,101.2,2
54254,"CONTROL MANAGEMENT",37232.0,104.0,2
54278,"CONTROL MANAGEMENT",38234.0,106.8,2
57302,"CONTROL MANAGEMENT",35943.0,100.4,2
57308,"CONTROL MANAGEMENT",36230.0,101.2,2
57314,"CONTROL MANAGEMENT",37232.0,104.0,2
57326,"CONTROL MANAGEMENT",38234.0,106.8,2
63446,"CONTROL MANAGEMENT",36946.0,103.2,2
63452,"CONTROL MANAGEMENT",37232.0,104.0,2
63458,"CONTROL MANAGEMENT",38234.0,106.8,2
75734,"CONTROL MANAGEMENT",37948.0,106.0,2
75740,"CONTROL MANAGEMENT",38234.0,106.8,2
100310,"CONTROL MANAGEMENT",27208.0,76.0,2
100316,"CONTROL MANAGEMENT",26922.0,75.2,2
100322,"CONTROL MANAGEMENT",27924.0,78.0,2
100334,"CONTROL MANAGEMENT",28926.0,80.8,2
100358,"CONTROL MANAGEMENT",29929.0,83.6,2
100406,"CONTROL MANAGEMENT",30931.0,86.4,2
100502,"CONTROL MANAGEMENT",31934.0,89.2,2
100694,"CONTROL MANAGEMENT",32936.0,92.0,2
101078,"CONTROL MANAGEMENT",33938.0,94.8,2
101084,"CONTROL MANAGEMENT",34225.0,95.6,2
101090,"CONTROL MANAGEMENT",35227.0,98.4,2
101846,"CONTROL MANAGEMENT",34941.0,97.6,2
101852,"CONTROL MANAGEMENT",35227.0,98.4,2
101858,"CONTROL MANAGEMENT",36230.0,101.2,2
101870,"CONTROL MANAGEMENT",37232.0,104.0,2
101894,"CONTROL MANAGEMENT",38234.0,106.8,2
103382,"CONTROL MANAGEMENT",35943.0,100.4,2
103388,"CONTROL MANAGEMENT",36230.0,101.2,2
103394,"CONTROL MANAGEMENT",37232.0,104.0,2
103406,"CONTROL MANAGEMENT",38234.0,106.8,2
103430,"CONTROL MANAGEMENT",39237.0,109.6,2
103478,"CONTROL MANAGEMENT",40239.0,112.4,2
103574,"CONTROL MANAGEMENT",41242.0,115.2,2
103766,"CONTROL MANAGEMENT",42244.0,118.0,2
106454,"CONTROL MANAGEMENT",36946.0,103.2,2
106460,"CONTROL MANAGEMENT",37232.0,104.0,2
106466,"CONTROL MANAGEMENT",38234.0,106.8,2
106478,"CONTROL MANAGEMENT",39237.0,109.6,2
106502,"CONTROL MANAGEMENT",40239.0,112.4,2
106550,"CONTROL MANAGEMENT",41242.0,115.2,2
106646,"CONTROL MANAGEMENT",42244.0,118.0,2
112598,"CONTROL MANAGEMENT",37948.0,106.0,2
112604,"CONTROL MANAGEMENT",38234.0,106.8,2
112610,"CONTROL MANAGEMENT",39237.0,109.6,2
112622,"CONTROL MANAGEMENT",40239.0,112.4,2
112646,"CONTROL MANAGEMENT",41242.0,115.2,2
112694,"CONTROL MANAGEMENT",42244.0,118.0,2
124886,"CONTROL MANAGEMENT",38950.0,108.8,2
124892,"CONTROL MANAGEMENT",39237.0,109.6,2
124898,"CONTROL MANAGEMENT",40239.0,112.4,2
124910,"CONTROL MANAGEMENT",41242.0,115.2,2
124934,"CONTROL MANAGEMENT",42244.0,118.0,2
124982,"CONTROL MANAGEMENT",43246.0,120.8,2
149462,"CONTROL MANAGEMENT",39953.0,111.6,2
149468,"CONTROL MANAGEMENT",40239.0,112.4,2
2001,"ENTERING DATA",23162.0,58.05,3
2007,"ENTERING DATA",22803.0,57.15,3
2013,"ENTERING DATA",24060.0,60.3,3
2025,"ENTERING DATA",25317.0,63.45,3
2031,"ENTERING DATA",25676.0,64.35,3
2049,"ENTERING DATA",26573.0,66.6,3
2055,"ENTERING DATA",26932.0,67.5,3
2061,"ENTERING DATA",28189.0,70.65,3
2097,"ENTERING DATA",27830.0,69.75,3
2103,"ENTERING DATA",28189.0,70.65,3
2109,"ENTERING DATA",29446.0,73.8,3
2121,"ENTERING DATA",30703.0,76.95,3
2145,"ENTERING DATA",31960.0,80.1,3
2193,"ENTERING DATA",29087.0,72.9,3
2199,"ENTERING DATA",29446.0,73.8,3
2205,"ENTERING DATA",30703.0,76.95,3
2217,"ENTERING DATA",31960.0,80.1,3
2241,"ENTERING DATA",33217.0,83.25,3
2289,"ENTERING DATA",34474.0,86.4,3
2385,"ENTERING DATA",30344.0,76.05,3
2391,"ENTERING DATA",30703.0,76.95,3
2397,"ENTERING DATA",31960.0,80.1,3
2409,"ENTERING DATA",33217.0,83.25,3
2433,"ENTERING DATA",34474.0,86.4,3
2481,"ENTERING DATA",35730.0,89.55,3
2769,"ENTERING DATA",31601.0,79.2,3
2775,"ENTERING DATA",31960.0,80.1,3
2781,"ENTERING DATA",33217.0,83.25,3
2793,"ENTERING DATA",34474.0,86.4,3
2817,"ENTERING DATA",35730.0,89.55,3
2865,"ENTERING DATA",36987.0,92.7,3
2961,"ENTERING DATA",38244.0,95.85,3
3153,"ENTERING DATA",39501.0,99.0,3
3537,"ENTERING DATA",32858.0,82.35,3
3543,"ENTERING DATA",33217.0,83.25,3
3549,"ENTERING DATA",34474.0,86.4,3
3561,"ENTERING DATA",35730.0,89.55,3
3567,"ENTERING DATA",35730.0,89.55,3
3585,"ENTERING DATA",36987.0,92.7,3
3633,"ENTERING DATA",38244.0,95.85,3
3729,"ENTERING DATA",39501.0,99.0,3
3921,"ENTERING DATA",40758.0,102.15,3
4305,"ENTERING DATA",42015.0,105.3,3
5073,"ENTERING DATA",34114.0,85.5,3
5079,"ENTERING DATA",34474.0,86.4,3
5085,"ENTERING DATA",35730.0,89.55,3
5097,"ENTERING DATA",36987.0,92.7,3
5103,"ENTERING DATA",36987.0,92.7,3
5121,"ENTERING DATA",38244.0,95.85,3
5127,"ENTERING DATA",38244.0,95.85,3
5169,"ENTERING DATA",39501.0,99.0,3
5175,"ENTERING DATA",39501.0,99.0,3
5265,"ENTERING DATA",40758.0,102.15,3
5271,"ENTERING DATA",40758.0,102.15,3
5457,"ENTERING DATA",42015.0,105.3,3
5463,"ENTERING DATA",42015.0,105.3,3
5841,"ENTERING DATA",43272.0,108.45,3
6609,"ENTERING DATA",44528.0,111.6,3
8145,"ENTERING DATA",35371.0,88.65,3
8151,"ENTERING DATA",35730.0,89.55,3
8157,"ENTERING DATA",36987.0,92.7,3
8169,"ENTERING DATA",38244.0,95.85,3
8175,"ENTERING DATA",38244.0,95.85,3
8193,"ENTERING DATA",39501.0,99.0,3
8199,"ENTERING DATA",39501.0,99.0,3
8205,"ENTERING DATA",40758.0,102.15,3
8241,"ENTERING DATA",40758.0,102.15,3
8247,"ENTERING DATA",40758.0,102.15,3
8253,"ENTERING DATA",42015.0,105.3,3
8265,"ENTERING DATA",43272.0,108.45,3
8289,"ENTERING DATA",44169.0,110.7,3
8337,"ENTERING DATA",42015.0,105.3,3
8343,"ENTERING DATA",42015.0,105.3,3
8349,"ENTERING DATA",43272.0,108.45,3
8529,"ENTERING DATA",43272.0,108.45,3
8535,"ENTERING DATA",43272.0,108.45,3
8913,"ENTERING DATA",44528.0,111.6,3
8919,"ENTERING DATA",44169.0,110.7,3
9681,"ENTERING DATA",45785.0,114.75,3
9687,"ENTERING DATA",45426.0,113.85,3
11217,"ENTERING DATA",47042.0,117.9,3
14289,"ENTERING DATA",36628.0,91.8,3
14295,"ENTERING DATA",36987.0,92.7,3
14301,"ENTERING DATA",38244.0,95.85,3
14313,"ENTERING DATA",39501.0,99.0,3
14319,"ENTERING DATA",39501.0,99.0,3
14337,"ENTERING DATA",40758.0,102.15,3
14343,"ENTERING DATA",40758.0,102.15,3
14349,"ENTERING DATA",42015.0,105.3,3
14385,"ENTERING DATA",42015.0,105.3,3
14391,"ENTERING DATA",42015.0,105.3,3
14397,"ENTERING DATA",43272.0,108.45,3
14409,"ENTERING DATA",44528.0,111.6,3
14433,"ENTERING DATA",45426.0,113.85,3
14481,"ENTERING DATA",43272.0,108.45,3
14487,"ENTERING DATA",43272.0,108.45,3
14493,"ENTERING DATA",44528.0,111.6,3
14505,"ENTERING DATA",45426.0,113.85,3
14529,"ENTERING DATA",46683.0,117.0,3
14577,"ENTERING DATA",47940.0,120.15,3
14673,"ENTERING DATA",44528.0,111.6,3
14679,"ENTERING DATA",44528.0,111.6,3
14685,"ENTERING DATA",45426.0,113.85,3
14697,"ENTERING DATA",46683.0,117.0,3
15057,"ENTERING DATA",45785.0,114.75,3
15063,"ENTERING DATA",45426.0,113.85,3
15069,"ENTERING DATA",46683.0,117.0,3
15825,"ENTERING DATA",47042.0,117.9,3
15831,"ENTERING DATA",46683.0,117.0,3
15837,"ENTERING DATA",47940.0,120.15,3
17361,"ENTERING DATA",48299.0,121.05,3
17367,"ENTERING DATA",47940.0,120.15,3
20433,"ENTERING DATA",49556.0,124.2,3
26577,"ENTERING DATA",37885.0,94.95,3
26583,"ENTERING DATA",38244.0,95.85,3
26589,"ENTERING DATA",39501.0,99.0,3
26601,"ENTERING DATA",40758.0,102.15,3
26607,"ENTERING DATA",40758.0,102.15,3
26625,"ENTERING DATA",42015.0,105.3,3
26631,"ENTERING DATA",42015.0,105.3,3
26637,"ENTERING DATA",43272.0,108.45,3
26673,"ENTERING DATA",43272.0,108.45,3
26679,"ENTERING DATA",43272.0,108.45,3
26685,"ENTERING DATA",44528.0,111.6,3
26697,"ENTERING DATA",45785.0,114.75,3
26721,"ENTERING DATA",46683.0,117.0,3
26769,"ENTERING DATA",44528.0,111.6,3
26775,"ENTERING DATA",44528.0,111.6,3
26781,"ENTERING DATA",45785.0,114.75,3
26793,"ENTERING DATA",46683.0,117.0,3
26817,"ENTERING DATA",47940.0,120.15,3
26865,"ENTERING DATA",49197.0,123.3,3
26961,"ENTERING DATA",45785.0,114.75,3
26967,"ENTERING DATA",45785.0,114.75,3
26973,"ENTERING DATA",46683.0,117.0,3
26985,"ENTERING DATA",47940.0,120.15,3
27009,"ENTERING DATA",49197.0,123.3,3
27057,"ENTERING DATA",50454.0,126.45,3
27345,"ENTERING DATA",47042.0,117.9,3
27351,"ENTERING DATA",46683.0,117.0,3
27357,"ENTERING DATA",47940.0,120.15,3
27369,"ENTERING DATA",49197.0,123.3,3
27393,"ENTERING DATA",50454.0,126.45,3
27441,"ENTERING DATA",51710.0,129.6,3
28113,"ENTERING DATA",48299.0,121.05,3
28119,"ENTERING DATA",47940.0,120.15,3
28125,"ENTERING DATA",49197.0,123.3,3
28137,"ENTERING DATA",50454.0,126.45,3
28143,"ENTERING DATA",50813.0,127.35,3
28161,"ENTERING DATA",51710.0,129.6,3
29649,"ENTERING DATA",49556.0,124.2,3
29655,"ENTERING DATA",49197.0,123.3,3
29661,"ENTERING DATA",50454.0,126.45,3
29673,"ENTERING DATA",51710.0,129.6,3
32721,"ENTERING DATA",50813.0,127.35,3
32727,"ENTERING DATA",50454.0,126.45,3
32733,"ENTERING DATA",51710.0,129.6,3
38865,"ENTERING DATA",52070.0,130.5,3
51153,"ENTERING DATA",39142.0,98.1,3
51159,"ENTERING DATA",39501.0,99.0,3
51165,"ENTERING DATA",40758.0,102.15,3
51177,"ENTERING DATA",42015.0,105.3,3
51183,"ENTERING DATA",42015.0,105.3,3
51201,"ENTERING DATA",43272.0,108.45,3
51207,"ENTERING DATA",43272.0,108.45,3
51213,"ENTERING DATA",44528.0,111.6,3
51249,"ENTERING DATA",44528.0,111.6,3
51255,"ENTERING DATA",44528.0,111.6,3
51261,"ENTERING DATA",45785.0,114.75,3
51273,"ENTERING DATA",47042.0,117.9,3
51297,"ENTERING DATA",47940.0,120.15,3
51345,"ENTERING DATA",45785.0,114.75,3
51351,"ENTERING DATA",45785.0,114.75,3
51357,"ENTERING DATA",47042.0,117.9,3
51369,"ENTERING DATA",47940.0,120.15,3
51393,"ENTERING DATA",49197.0,123.3,3
51441,"ENTERING DATA",50454.0,126.45,3
51537,"ENTERING DATA",47042.0,117.9,3
51543,"ENTERING DATA",47042.0,117.9,3
51549,"ENTERING DATA",47940.0,120.15,3
51561,"ENTERING DATA",49197.0,123.3,3
51585,"ENTERING DATA",50454.0,126.45,3
51633,"ENTERING DATA",51710.0,129.6,3
51921,"ENTERING DATA",48299.0,121.05,3
51927,"ENTERING DATA",47940.0,120.15,3
51933,"ENTERING DATA",49197.0,123.3,3
51945,"ENTERING DATA",50454.0,126.45,3
51969,"ENTERING DATA",51710.0,129.6,3
52017,"ENTERING DATA",52967.0,132.75,3
52113,"ENTERING DATA",54224.0,135.9,3
52305,"ENTERING DATA",55481.0,139.05,3
52689,"ENTERING DATA",49556.0,124.2,3
52695,"ENTERING DATA",49197.0,123.3,3
52701,"ENTERING DATA",50454.0,126.45,3
52713,"ENTERING DATA",51710.0,129.6,3
52719,"ENTERING DATA",52070.0,130.5,3
52737,"ENTERING DATA",52967.0,132.75,3
52785,"ENTERING DATA",54224.0,135.9,3
52881,"ENTERING DATA",55481.0,139.05,3
54225,"ENTERING DATA",50813.0,127.35,3
54231,"ENTERING DATA",50454.0,126.45,3
54237,"ENTERING DATA",51710.0,129.6,3
54249,"ENTERING DATA",52967.0,132.75,3
54255,"ENTERING DATA",53326.0,133.65,3
54273,"ENTERING DATA",54224.0,135.9,3
54279,"ENTERING DATA",54583.0,136.8,3
54321,"ENTERING DATA",55481.0,139.05,3
57297,"ENTERING DATA",52070.0,130.5,3
57303,"ENTERING DATA",51710.0,129.6,3
